addr	symbol	size	class	source	status	fuzzy	alternatives
002f4dc0	func_002f4dc0	108	branchy	lift	near	75.15	m2c:near:51.59;ghidra:near:48.52
002f4e30	func_002f4e30	304	loop	lift	near	56.08	m2c:near:38.79;ghidra:near:37.04
002f4f60	func_002f4f60	188	branchy	lift	near	47.04	ghidra:near:37.67;m2c:near:37.4
002f5020	func_002f5020	364	branchy	ghidra	near	28.19	m2c:near:0.0
002f5190	func_002f5190	244	straight	ghidra	near	0.00	m2c:near:0.0
002f5288	func_002f5288	172	branchy	ghidra	near	40.00	lift:near:36.3;m2c:near:33.81
002f5338	func_002f5338	172	branchy	ghidra	near	40.00	lift:near:36.3;m2c:near:33.81
002f53e8	func_002f53e8	172	branchy	ghidra	near	40.00	lift:near:36.3;m2c:near:33.81
002f5498	func_002f5498	192	branchy	lift	near	32.60	ghidra:near:30.71;m2c:near:30.6
002f5558	func_002f5558	396	loop	lift	near	26.25	ghidra:near:24.46;m2c:compile:0.0
002f56e8	func_002f56e8	304	loop	lift	near	47.04	ghidra:near:36.91;m2c:near:34.2
002f5818	func_002f5818	432	loop	m2c	near	37.96	lift:near:25.87;ghidra:near:15.11
002f59c8	func_002f59c8	344	loop	lift	near	47.01	m2c:near:41.37;ghidra:near:33.08
002f5b20	func_002f5b20	292	loop	m2c	near	48.56	lift:near:41.64;ghidra:near:19.08
002f5c70	func_002f5c70	64	loop	ghidra	near	70.41	m2c:near:66.22;lift:near:62.44
002f5cb0	func_002f5cb0	104	loop	lift	near	81.93	m2c:near:77.68;ghidra:near:0.0
002f5d18	_Z16ctarget_002f5d18jjjj	264	branchy	ghidra	near	20.38	m2c:near:0.0
002f5e20	func_002f5e20	84	branchy	lift	near	73.81	m2c:near:72.24;ghidra:near:30.5
002f5e78	func_002f5e78	212	branchy	m2c	near	59.98	ghidra:near:58.32;lift:near:34.15
002f5f50	func_002f5f50	204	branchy	ghidra	near	65.68	m2c:near:55.39;lift:near:47.99
002f6020	func_002f6020	320	branchy	lift	near	12.22	ghidra:near:0.0;m2c:near:0.0
002f6240	func_002f6240	120	loop	m2c	near	70.30	lift:near:64.3;ghidra:near:57.53
002f62b8	func_002f62b8	84	branchy	lift	near	61.81	m2c:near:61.71;ghidra:near:51.88
002f6310	func_002f6310	100	straight	ghidra	near	65.96	lift:near:64.36;m2c:compile:0.0
002f6378	func_002f6378	100	straight	ghidra	near	65.96	lift:near:64.36;m2c:compile:0.0
002f63e0	func_002f63e0	92	branchy	lift	near	59.75	m2c:near:56.48;ghidra:near:56.26
002f6440	func_002f6440	176	loop	lift	near	40.77	m2c:near:38.38;ghidra:near:0.0
002f65a8	func_002f65a8	236	straight	m2c	near	20.34	ghidra:near:0.0;lift:compile:0.0
002f6698	func_002f6698	104	branchy	ghidra	near	71.30	m2c:near:69.41
002f6700	func_002f6700	160	branchy	ghidra	near	9.78	lift:near:0.0;m2c:near:0.0
002f67a0	func_002f67a0	208	loop	ghidra	near	45.67	m2c:compile:0.0
002f6870	func_002f6870	156	branchy	lift	near	38.50	m2c:near:19.84;ghidra:near:12.44
002f69c8	func_002f69c8	228	branchy	m2c	near	44.76	lift:near:38.21;ghidra:near:10.4
002f6ab0	func_002f6ab0	160	branchy	m2c	near	61.51	lift:near:58.3;ghidra:near:58.3
002f6b50	func_002f6b50	128	branchy	m2c	near	61.07	ghidra:near:41.03
002f6bd0	func_002f6bd0	84	branchy	m2c	near	42.62	ghidra:near:0.0
002f6c28	func_002f6c28	120	branchy	ghidra	near	82.77	lift:near:78.07;m2c:near:63.12
002f6ca0	_Z16u_call4_002f6ca0jjjj	764	loop	ghidra	near	0.00	m2c:compile:0.0
002f6fc0	func_002f6fc0	344	loop	ghidra	near	2.10	m2c:near:0.0
002f7118	func_002f7118	152	branchy	lift	near	35.98	ghidra:near:7.58;m2c:compile:0.0
002f71b0	func_002f71b0	160	loop	ghidra	near	23.57	m2c:near:15.22
002f7250	func_002f7250	108	loop	m2c	near	46.00	ghidra:near:37.44
002f72c0	func_002f72c0	344	loop	ghidra	near	2.10	m2c:near:0.0
002f74c8	func_002f74c8	744	loop	ghidra	near	14.46	m2c:compile:0.0
002f77b0	func_002f77b0	536	loop	ghidra	near	0.00	m2c:compile:0.0
002f79c8	_Z16ctarget_002f79c8jjjj	544	loop	ghidra	near	0.00	m2c:compile:0.0
002f7be8	func_002f7be8	480	branchy	m2c	near	43.73	lift:near:24.55;ghidra:near:0.0
002f7dc8	func_002f7dc8	152	branchy	lift	near	35.98	ghidra:near:17.16;m2c:compile:0.0
002f7e60	func_002f7e60	184	branchy	lift	near	21.98	ghidra:near:3.11;m2c:compile:0.0
002f7f18	func_002f7f18	208	branchy	lift	near	34.60	ghidra:near:1.08;m2c:compile:0.0
002f8010	func_002f8010	992	branchy	ghidra	near	71.25	m2c:near:51.78;lift:near:45.9
002f83f0	func_002f83f0	44	straight	m2c	near	75.83	lift:near:0.0;ghidra:near:0.0
002f8420	func_002f8420	720	float	m2c	near	55.03	lift:near:27.96;e3:near:0.0;ghidra:compile:0.0
002f86f0	_Z13func_002f86f0f	208	float	lift	near	69.05	m2c:near:56.73;ghidra:near:0.0
002f87c0	func_002f87c0	176	float	lift	near	44.71	m2c:near:41.87;e3:near:12.3;ghidra:near:0.0
002f8870	func_002f8870	24	float	corpus	exact	100.00	lift:near:98.33;m2c:near:56.25;ghidra:near:55.0
002f8888	func_002f8888	212	float	lift	near	58.00	m2c:near:49.47;ghidra:near:0.0
002f8960	func_002f8960	184	float	lift	near	46.97	ghidra:near:37.81;m2c:near:22.17;e3:near:16.95
002f8e58	_Z16wtarget_002f8e58jjjj	1040	float	lift	near	41.18	m2c:near:30.76;ghidra:near:0.0
002f9268	_Z13func_002f9268Pv	920	float	m2c	near	44.07	lift:near:32.84;ghidra:near:25.7
002f9600	_Z16wtarget_002f9600jjjj	456	vu0	ghidra	near	0.00	lift:compile:0.0;m2c:compile:0.0
002f97c8	_Z16wtarget_002f97c8jjjj	624	float	lift	near	25.10	ghidra:near:0.0;m2c:compile:0.0
002f9a38	_Z16wtarget_002f9a38jjjj	388	float	m2c	near	66.75	lift:near:35.81;ghidra:near:0.0
002f9bc0	_Z16wtarget_002f9bc0jjjj	696	float	lift	near	30.61	m2c:near:13.17;ghidra:near:0.0
002f9e78	_Z13func_002f9e78Pv	2044	float	lift	near	20.07	ghidra:near:0.0;m2c:compile:0.0
002fa678	func_002fa678	920	float	lift	near	30.14	ghidra:near:0.0;m2c:compile:0.0
002faa10	func_002faa10	220	float	lift	near	51.25	m2c:near:24.02;ghidra:near:0.36
002faaf0	func_002faaf0	332	float	lift	near	31.70	ghidra:near:0.0;m2c:compile:0.0
002fac40	func_002fac40	2080	float	ghidra	near	45.36	m2c:compile:0.0
002fb460	func_002fb460	244	float	lift	near	37.80	m2c:near:19.1;ghidra:near:17.26
002fb558	func_002fb558	760	float	lift	near	31.97	ghidra:near:0.0;m2c:near:0.0
002fb850	func_002fb850	172	float	lift	near	70.40	m2c:near:60.55;ghidra:near:0.0
002fb900	func_002fb900	40	float	corpus	exact	100.00	lift:near:96.0;ghidra:near:42.4;m2c:near:33.76
002fb928	func_002fb928	552	loop	ghidra	near	0.00	m2c:near:0.0
002fbb50	func_002fbb50	88	branchy	m2c	near	68.04	lift:near:67.95;ghidra:near:0.0
002fbc78	func_002fbc78	192	branchy	lift	near	42.19	m2c:near:15.88;ghidra:near:0.0
002fbd38	func_002fbd38	296	branchy	lift	near	46.77	ghidra:near:0.0;m2c:near:0.0
002fbe60	func_002fbe60	52	branchy	ghidra	near	68.85	m2c:near:68.77;lift:near:47.31
002fbe98	func_002fbe98	188	branchy	lift	near	40.66	m2c:near:20.49;ghidra:near:0.0
002fbf58	func_002fbf58	224	branchy	lift	near	37.46	m2c:near:27.3;ghidra:near:0.0
002fc0e8	func_002fc0e8	276	branchy	lift	near	59.29	m2c:near:37.12;ghidra:near:0.0
002fc200	func_002fc200	376	loop	lift	near	17.52	ghidra:near:11.79;m2c:compile:0.0
002fc378	func_002fc378	196	branchy	ghidra	near	57.55	m2c:near:55.7;lift:near:39.52
002fc498	func_002fc498	380	branchy	lift	near	41.66	m2c:near:25.62;ghidra:near:0.0
002fc618	func_002fc618	112	branchy	lift	near	46.29	ghidra:near:33.0;m2c:near:28.39
002fc688	func_002fc688	332	branchy	lift	near	55.48	m2c:near:33.16;ghidra:near:0.36
002fc7d8	func_002fc7d8	140	branchy	lift	near	61.19	ghidra:near:40.83;m2c:compile:0.0
002fc868	func_002fc868	320	branchy	lift	near	57.67	ghidra:near:0.0;m2c:near:0.0
002fc9a8	func_002fc9a8	204	branchy	lift	near	39.84	m2c:near:25.76;ghidra:near:0.0
002fca78	func_002fca78	284	branchy	lift	near	45.14	ghidra:near:0.0;m2c:near:0.0
002fcb98	func_002fcb98	188	branchy	lift	near	40.66	m2c:near:20.49;ghidra:near:0.0
002fcc58	func_002fcc58	460	branchy	m2c	near	2.54	ghidra:near:0.0
002fce28	func_002fce28	344	branchy	lift	near	55.05	ghidra:near:0.0;m2c:compile:0.0
002fcf80	func_002fcf80	204	branchy	lift	near	39.84	m2c:near:25.76;ghidra:near:0.0
002fd050	func_002fd050	268	branchy	lift	near	56.35	ghidra:near:0.0;m2c:near:0.0
002fd188	func_002fd188	152	branchy	m2c	near	79.03	ghidra:near:74.61;lift:near:57.02;e3:near:0.0
002fd220	func_002fd220	40	straight	corpus	exact	100.00	m2c:near:73.0;ghidra:near:34.0;lift:near:0.0
002fd248	func_002fd248	200	loop	ghidra	near	69.74	lift:near:67.12;m2c:near:0.0
002fd348	func_002fd348	136	loop	ghidra	near	81.44	lift:near:74.76;m2c:compile:0.0
002fd428	func_002fd428	596	branchy	ghidra	near	50.00	lift:near:21.61;m2c:compile:0.0
002fd680	_Z16wtarget_002fd680jjjj	1768	loop	ghidra	near	0.00	m2c:compile:0.0
002fdd68	func_002fdd68	176	loop	lift	near	57.20	ghidra:near:47.85;m2c:compile:0.0
002fde18	_Z16wtarget_002fde18jjjj	192	mmi	ghidra	near	38.88	m2c:compile:0.0
002fded8	func_002fded8	88	branchy	lift	exact	100.00	ghidra:exact:100.0;m2c:near:90.46
002fdf30	func_002fdf30	84	branchy	lift	exact	100.00	ghidra:exact:100.0;m2c:near:88.52
002fe018	_Z16wtarget_002fe018jjjj	132	straight	m2c	near	39.03	ghidra:near:22.12
002fe0c0	func_002fe0c0	2364	loop	ghidra	near	0.00	m2c:compile:0.0
002feb28	_Z16wtarget_002feb28jjjj	132	branchy	lift	near	66.64	m2c:near:41.43;ghidra:near:34.29
002febb0	_Z16wtarget_002febb0jjjj	200	branchy	ghidra	near	69.69	m2c:near:63.55;lift:near:45.72
002fedf0	func_002fedf0	136	branchy	m2c	near	52.35	ghidra:near:0.0
002fee78	_Z16wtarget_002fee78jjjj	112	straight	corpus	exact	100.00	ghidra:near:0.0;m2c:near:0.0
002feee8	_ZN2Tz17LayFileSetImdDataEjj	300	mmi	ghidra	near	0.00	m2c:compile:0.0
002ff014	_Z13func_002ff014Pv	400	mmi	stub	compile	0.00	m2c:compile:0.0
002ff1a4	func_002ff1a4	324	mmi	stub	compile	0.00	m2c:compile:0.0
002ff2e8	_ZN2Tz16LayFileBuildDataEPvj	276	mmi	ghidra	near	0.00	m2c:compile:0.0
002ff3fc	func_002ff3fc	312	mmi	stub	compile	0.00	m2c:compile:0.0
002ff538	func_002ff538	440	mmi	ghidra	near	8.16	m2c:compile:0.0
002ff6f0	func_002ff6f0	444	mmi	ghidra	near	0.00	m2c:compile:0.0
002ff8b0	func_002ff8b0	100	loop	m2c	near	61.52	ghidra:near:0.0
002ff918	func_002ff918	84	loop	m2c	near	83.64	ghidra:near:79.32;lift:near:53.76
002ff970	_Z16wtarget_002ff970jjjj	576	loop	lift	near	47.13	m2c:near:35.95;ghidra:near:22.77
002ffbe0	func_002ffbe0	36	straight	lift	exact	100.00	corpus:exact:100.0;ghidra:exact:100.0;m2c:near:79.3
002ffc08	func_002ffc08	68	branchy	permute	exact	100.00	lift:near:99.88;m2c:near:99.0;ghidra:near:94.33
002ffc50	func_002ffc50	176	branchy	lift	near	62.43	ghidra:near:33.07;m2c:near:32.18
002ffd00	func_002ffd00	116	branchy	lift	exact	100.00	m2c:near:96.63;ghidra:near:32.12
002ffd78	func_002ffd78	5468	switch	ghidra	near	43.93	m2c:compile:0.0
003012d8	func_003012d8	424	loop	ghidra	near	73.76	lift:near:28.1;m2c:compile:0.0
00301480	func_00301480	208	loop	m2c	near	76.35	lift:near:72.15;ghidra:near:36.1
00301550	func_00301550	84	straight	corpus	exact	100.00	lift:near:89.62;ghidra:near:0.0;m2c:near:0.0
003015a8	func_003015a8	76	straight	lift	exact	100.00	ghidra:near:1.84;m2c:near:0.0
003015f8	func_003015f8	272	branchy	lift	near	57.12	ghidra:near:13.31;m2c:compile:0.0
00301708	func_00301708	560	loop	ghidra	near	69.81	m2c:near:63.6
00301938	func_00301938	4576	switch	m2c	near	59.60	ghidra:near:6.67
00302b18	func_00302b18	268	loop	lift	near	71.09	ghidra:near:50.7;m2c:compile:0.0
00302c28	func_00302c28	92	straight	lift	exact	100.00	ghidra:near:74.16;m2c:near:50.37
00302cf8	func_00302cf8	216	loop	m2c	near	85.09	lift:near:39.66;ghidra:near:6.48
00302e90	_Z16wtarget_00302e90jjjj	732	loop	ghidra	near	67.43	m2c:near:58.22
00303170	func_00303170	348	branchy	lift	near	40.15	ghidra:near:21.09;m2c:compile:0.0
003032d0	func_003032d0	964	loop	m2c	near	70.69	ghidra:near:47.45
00303698	func_00303698	144	loop	lift	near	94.72	ghidra:near:91.03;m2c:compile:0.0
00303728	_Z16wtarget_00303728jjjj	136	branchy	m2c	near	83.24	lift:near:73.98;ghidra:near:50.36
00303808	func_00303808	332	branchy	m2c	near	67.80	lift:near:61.39;ghidra:compile:0.0
00303988	func_00303988	224	mmi	ghidra	near	0.00	m2c:compile:0.0
00303a68	func_00303a68	260	loop	ghidra	near	40.28	lift:near:35.18;m2c:compile:0.0
00303b70	_Z16ctarget_00303b70jjjj	168	branchy	corpus	near	94.52	lift:near:52.63;ghidra:near:38.24;m2c:compile:0.0
00303c48	func_00303c48	260	loop	m2c	near	85.73	ghidra:near:77.32
00303ff8	func_00303ff8	516	loop	ghidra	near	72.43	m2c:compile:0.0
00304200	func_00304200	260	branchy	m2c	near	85.23	ghidra:near:78.33
00304308	func_00304308	348	loop	m2c	near	91.05	lift:near:75.02;ghidra:near:32.13
00304468	func_00304468	100	loop	m2c	near	84.00	ghidra:near:72.15;lift:near:27.2
003044d0	func_003044d0	380	loop	lift	near	71.73	ghidra:near:64.26;m2c:near:62.21
003048b8	func_003048b8	380	branchy	m2c	near	74.83	lift:near:50.57;ghidra:near:0.0
00304ba8	func_00304ba8	288	loop	lift	near	59.81	ghidra:near:43.96;m2c:compile:0.0
00304d68	func_00304d68	72	straight	m2c	near	46.09	lift:near:38.89;ghidra:near:33.06
00304db0	func_00304db0	56	straight	m2c	near	38.95	ghidra:near:36.79;lift:near:27.14
00304de8	func_00304de8	96	branchy	lift	near	63.31	ghidra:near:49.96;m2c:near:28.8
00304ec8	func_00304ec8	100	branchy	m2c	near	93.85	ghidra:near:82.96;lift:near:75.76
00304f50	func_00304f50	92	branchy	ghidra	exact	100.00	corpus:near:85.87;lift:near:66.65;m2c:near:58.7
00304fb0	func_00304fb0	180	branchy	m2c	near	93.71	ghidra:near:55.57;lift:near:36.43
00305168	func_00305168	92	branchy	ghidra	exact	100.00	corpus:near:85.87;lift:near:66.65;m2c:near:58.7
00305aa0	func_00305aa0	12	straight	ghidra	near	96.67	lift:near:72.5;m2c:near:72.25
00305ab0	func_00305ab0	144	loop	m2c	near	52.06	ghidra:near:32.11
00305b40	func_00305b40	164	loop	m2c	near	45.15	ghidra:near:35.0
00305be8	func_00305be8	124	branchy	m2c	near	69.51	lift:near:51.24;ghidra:near:35.75
00305c68	func_00305c68	116	branchy	m2c	near	67.67	lift:near:48.1;ghidra:near:31.47
00305ce0	func_00305ce0	40	straight	lift	near	66.36	ghidra:near:66.36;m2c:near:66.36
00305d20	func_00305d20	172	loop	m2c	near	39.07	ghidra:near:33.58
00305dd8	func_00305dd8	20	straight	lift	near	98.00	corpus:near:98.0;ghidra:near:98.0;m2c:near:85.0
00305df8	func_00305df8	40	branchy	lift	near	56.67	ghidra:near:56.67;m2c:near:56.67
00305e20	func_00305e20	40	straight	lift	near	66.36	ghidra:near:66.36;m2c:near:66.36
00305e48	func_00305e48	40	straight	lift	near	66.36	ghidra:near:66.36;m2c:near:66.36
00305e70	func_00305e70	164	loop	ghidra	near	0.00	m2c:near:0.0
00305f18	func_00305f18	124	branchy	m2c	near	40.52	ghidra:near:38.86
00305fb0	func_00305fb0	164	loop	ghidra	near	0.00	m2c:near:0.0
00306058	func_00306058	124	branchy	m2c	near	40.52	ghidra:near:38.86
003060f0	func_003060f0	16	straight	ghidra	near	68.00	m2c:near:68.0
00306100	func_00306100	104	branchy	ghidra	near	39.44	m2c:near:39.44
00306168	func_00306168	104	branchy	ghidra	near	39.44	m2c:near:39.44
003061d0	func_003061d0	104	branchy	ghidra	near	39.44	m2c:near:39.44
00306238	func_00306238	104	branchy	ghidra	near	39.44	m2c:near:39.44
003062a0	func_003062a0	32	straight	corpus	near	75.00	ghidra:near:75.0;m2c:near:17.5
003062c0	func_003062c0	32	straight	corpus	near	75.00	ghidra:near:75.0;m2c:near:17.5
003062e0	func_003062e0	32	straight	corpus	near	75.00	ghidra:near:75.0;m2c:near:17.5
00306300	func_00306300	32	straight	corpus	near	75.00	ghidra:near:75.0;m2c:near:17.5
00306320	func_00306320	216	loop	ghidra	near	37.85	m2c:compile:0.0
003063f8	func_003063f8	236	branchy	lift	near	14.31	m2c:near:0.0;ghidra:compile:0.0
003064e8	func_003064e8	148	branchy	m2c	near	26.16	ghidra:near:20.38
00306580	func_00306580	124	branchy	ghidra	near	42.74	lift:near:41.09;m2c:near:21.41
00306600	func_00306600	152	branchy	m2c	near	31.82	ghidra:near:11.11
00306698	_Z13func_00306698i	200	branchy	m2c	near	18.63	ghidra:near:15.8
00306760	func_00306760	376	branchy	ghidra	near	21.76	lift:compile:0.0;m2c:compile:0.0
003068d8	func_003068d8	40	straight	ghidra	near	54.00	m2c:near:54.0
00306900	func_00306900	36	straight	ghidra	near	60.50	lift:near:58.36;m2c:near:42.56
00306928	func_00306928	60	branchy	lift	near	65.40	ghidra:near:52.73;m2c:near:52.73
00306968	func_00306968	60	branchy	lift	near	65.27	ghidra:near:52.6;m2c:near:52.6
003069a8	func_003069a8	404	loop	ghidra	near	3.89	m2c:near:0.0
00306b40	func_00306b40	372	loop	ghidra	near	33.11	lift:near:27.47;m2c:near:15.71
00306cb8	func_00306cb8	208	loop	lift	near	56.96	m2c:near:43.19;ghidra:near:29.93
00306d88	func_00306d88	188	branchy	lift	near	39.04	m2c:near:26.11;ghidra:near:0.0
00306e48	func_00306e48	56	loop	m2c	near	66.76	ghidra:near:66.06;lift:near:53.64
00306e80	func_00306e80	176	branchy	lift	near	51.15	m2c:near:24.62;ghidra:near:2.87
00306f30	func_00306f30	52	branchy	ghidra	near	65.33	lift:near:37.23;m2c:near:17.07
00306f68	func_00306f68	144	branchy	m2c	near	34.03	lift:near:16.11;ghidra:near:16.11
00306ff8	func_00306ff8	472	loop	ghidra	near	30.36	m2c:compile:0.0
003071d0	func_003071d0	3348	float	ghidra	near	0.00	m2c:compile:0.0
00307f40	func_00307f40	40	branchy	lift	near	60.00	corpus:near:60.0;ghidra:near:60.0;m2c:near:60.0
00307f68	func_00307f68	40	branchy	lift	near	60.00	corpus:near:60.0;ghidra:near:60.0;m2c:near:60.0
00307f90	func_00307f90	76	straight	ghidra	near	52.26	m2c:near:31.63
00307fe0	func_00307fe0	56	straight	ghidra	near	70.71	lift:near:66.43;m2c:near:0.0
00308018	func_00308018	72	straight	ghidra	near	37.22	m2c:near:0.0
00308060	func_00308060	112	branchy	lift	near	73.93	ghidra:near:60.71;m2c:near:44.46
003080d0	_Z16ctarget_003080d0jjjj	128	branchy	ghidra	near	34.97	m2c:near:27.78
00308150	func_00308150	128	branchy	ghidra	near	34.97	m2c:near:27.78
00308200	func_00308200	24	straight	lift	near	96.67	corpus:near:96.33;ghidra:near:95.83;m2c:near:95.83
00308248	func_00308248	200	branchy	lift	near	20.48	ghidra:near:17.48;m2c:compile:0.0
00308310	func_00308310	136	branchy	m2c	near	60.14	ghidra:near:46.21;lift:near:33.17
00308398	func_00308398	56	branchy	lift	near	28.86	ghidra:near:0.0;m2c:near:0.0
003083d0	func_003083d0	640	loop	lift	near	52.19	ghidra:near:37.23;m2c:compile:0.0
00308650	func_00308650	52	straight	lift	near	98.46	ghidra:near:98.46;m2c:near:85.2
003086b8	func_003086b8	120	branchy	m2c	near	9.13	ghidra:compile:0.0
00308730	func_00308730	76	branchy	lift	near	75.79	ghidra:near:75.79;m2c:compile:0.0
00308780	func_00308780	308	branchy	lift	near	17.42	ghidra:near:3.23;m2c:compile:0.0
003088b8	func_003088b8	60	straight	lift	near	26.00	ghidra:near:26.0;m2c:near:0.67
003088f8	func_003088f8	60	straight	lift	near	22.67	ghidra:near:22.67;m2c:near:1.0
00308938	func_00308938	328	loop	ghidra	near	0.74	m2c:near:0.0
00308a80	func_00308a80	172	loop	m2c	near	5.44	ghidra:near:5.33
00308b30	func_00308b30	412	loop	lift	near	69.28	ghidra:near:56.86;m2c:near:53.78
00308cd0	func_00308cd0	36	straight	ghidra	near	98.89	corpus:near:98.33;lift:near:89.0;m2c:near:88.9
00308cf8	func_00308cf8	168	loop	ghidra	near	53.88	lift:near:51.9;m2c:near:27.74
00308da0	func_00308da0	28	straight	lift	near	59.29	ghidra:near:59.29;m2c:near:59.29
00308dc0	func_00308dc0	48	branchy	lift	near	59.50	ghidra:near:40.67;m2c:near:40.67
00308df0	func_00308df0	64	branchy	ghidra	near	56.25	m2c:near:35.0;lift:near:31.56
00308e30	func_00308e30	204	branchy	m2c	near	22.08	ghidra:near:8.57
00308f00	func_00308f00	64	straight	lift	near	82.81	ghidra:near:49.88;m2c:near:44.94
00308f40	func_00308f40	208	branchy	ghidra	near	55.48	lift:near:42.21;m2c:near:33.46
00309010	func_00309010	356	branchy	lift	near	12.49	ghidra:near:0.0;m2c:near:0.0
00309178	func_00309178	76	loop	lift	near	60.00	ghidra:near:53.95;m2c:near:33.32
003091c8	func_003091c8	64	straight	lift	near	70.62	ghidra:near:70.62;m2c:near:32.5
00309208	func_00309208	204	branchy	ghidra	near	58.93	m2c:near:49.1;lift:near:43.67
003092d8	func_003092d8	332	branchy	lift	near	12.74	ghidra:near:0.0;m2c:near:0.0
003094b8	func_003094b8	512	branchy	m2c	near	7.30	ghidra:near:1.43
003096b8	func_003096b8	60	branchy	lift	near	80.33	m2c:near:37.81;ghidra:near:37.67
003096f8	func_003096f8	148	loop	m2c	near	9.73	lift:near:0.0;ghidra:near:0.0
00309860	func_00309860	148	loop	lift	near	40.02	ghidra:near:11.68;m2c:near:11.68
003098f8	func_003098f8	144	loop	lift	near	43.21	m2c:near:9.61;ghidra:near:0.0
00309988	func_00309988	88	branchy	m2c	near	68.55	ghidra:near:62.14;lift:near:60.33
003099e0	func_003099e0	452	loop	lift	near	47.26	ghidra:near:29.06;m2c:compile:0.0
00309ba8	func_00309ba8	64	loop	m2c	near	45.19	ghidra:near:34.88
00309be8	func_00309be8	112	branchy	lift	near	87.21	m2c:near:58.73;ghidra:near:20.25
00309c58	func_00309c58	124	loop	lift	near	54.24	m2c:near:54.03;ghidra:near:31.61
00309cd8	func_00309cd8	136	loop	lift	near	26.71	ghidra:near:2.29;m2c:near:0.0
00309d60	func_00309d60	236	loop	ghidra	near	58.05	m2c:near:50.47
00309e50	func_00309e50	108	branchy	ghidra	near	25.14	m2c:near:22.89;lift:near:6.33
00309ec0	func_00309ec0	948	switch	ghidra	near	0.00	m2c:compile:0.0
0030a278	func_0030a278	84	branchy	lift	near	84.62	m2c:near:52.81;ghidra:near:18.9
0030a2d0	func_0030a2d0	44	straight	lift	near	99.09	corpus:near:99.09;ghidra:near:99.09;m2c:near:90.75
0030a300	func_0030a300	12	straight	m2c	near	36.00	lift:near:32.86;ghidra:near:32.86
0030a3b0	func_0030a3b0	68	branchy	ghidra	near	12.47	m2c:near:0.71
0030a3f8	func_0030a3f8	520	loop	m2c	near	22.49	ghidra:near:15.7
0030a600	func_0030a600	140	branchy	m2c	near	55.97	ghidra:near:39.11;lift:near:37.63
0030a690	func_0030a690	52	straight	lift	near	83.85	ghidra:near:79.23;m2c:near:63.43
0030a6c8	func_0030a6c8	320	branchy	lift	near	60.62	ghidra:near:32.65;m2c:compile:0.0
0030a808	func_0030a808	240	branchy	lift	near	62.92	ghidra:near:25.23;m2c:compile:0.0
0030a8f8	func_0030a8f8	656	loop	ghidra	near	33.64	m2c:compile:0.0
0030ab88	func_0030ab88	376	branchy	lift	near	50.98	ghidra:near:0.0;m2c:compile:0.0
0030ad00	func_0030ad00	572	loop	lift	near	9.59	ghidra:near:2.62;m2c:compile:0.0
0030af40	func_0030af40	620	loop	lift	near	26.56	ghidra:near:6.81;m2c:compile:0.0
0030b1b0	func_0030b1b0	704	loop	lift	near	22.54	ghidra:near:10.38;m2c:compile:0.0
0030b470	func_0030b470	904	loop	ghidra	near	8.34	m2c:compile:0.0
0030b7f8	func_0030b7f8	488	branchy	lift	near	33.84	ghidra:near:0.0;m2c:compile:0.0
0030b9e0	_Z16u_call4_0030b9e0jjjj	432	loop	lift	near	14.33	ghidra:near:4.66;m2c:compile:0.0
0030bbb0	func_0030bbb0	440	loop	lift	near	12.68	ghidra:near:11.04;m2c:compile:0.0
0030bd88	func_0030bd88	640	loop	lift	near	6.23	ghidra:near:3.74;m2c:compile:0.0
0030c008	func_0030c008	300	branchy	lift	near	25.93	ghidra:near:13.64;m2c:compile:0.0
0030c158	func_0030c158	200	branchy	lift	near	42.50	ghidra:near:36.18;m2c:compile:0.0
0030c220	func_0030c220	356	branchy	lift	near	55.02	ghidra:near:0.0;m2c:compile:0.0
0030c388	func_0030c388	340	branchy	lift	near	62.93	ghidra:near:42.99;m2c:compile:0.0
0030c4e0	func_0030c4e0	436	loop	ghidra	near	16.70	lift:near:11.72;m2c:compile:0.0
0030c698	func_0030c698	588	loop	ghidra	near	0.00	m2c:compile:0.0
0030c8e8	func_0030c8e8	520	loop	lift	near	14.22	ghidra:near:12.81;m2c:compile:0.0
0030cb10	func_0030cb10	428	loop	lift	near	18.66	ghidra:near:13.88;m2c:compile:0.0
0030ccc0	func_0030ccc0	640	loop	ghidra	near	19.46	lift:near:17.68;m2c:compile:0.0
0030cf60	func_0030cf60	572	loop	lift	near	6.20	ghidra:near:0.0;m2c:compile:0.0
0030d1a0	func_0030d1a0	680	loop	ghidra	near	34.59	lift:near:10.91;m2c:compile:0.0
0030d448	func_0030d448	504	loop	lift	near	11.41	ghidra:near:7.48;m2c:compile:0.0
0030d640	func_0030d640	480	loop	lift	near	11.72	ghidra:near:2.03;m2c:compile:0.0
0030d820	func_0030d820	136	loop	ghidra	near	14.44	m2c:near:0.0
0030d8a8	func_0030d8a8	112	branchy	lift	near	57.73	m2c:near:51.79;ghidra:near:0.0
0030d918	func_0030d918	128	branchy	lift	near	31.83	m2c:near:7.15;ghidra:near:0.0
0030d998	_Z16u_call4_0030d998jjjj	120	branchy	lift	near	62.03	m2c:near:36.03;ghidra:near:21.93
0030da30	func_0030da30	240	loop	lift	near	18.72	m2c:near:18.62;ghidra:near:3.0
0030db20	func_0030db20	112	branchy	lift	near	53.68	m2c:near:11.57;ghidra:near:8.86
0030db90	func_0030db90	112	branchy	lift	near	53.68	m2c:near:11.57;ghidra:near:8.86
