addr	symbol	size	class	source	status	fuzzy	alternatives
00177c50	func_00177c50	224	float	e3	compile	0.00	ghidra:near:61.16;lift:near:53.6;m2c:near:33.89
00177dc8	func_00177dc8	388	branchy	lift	near	85.02	ghidra:near:69.08;m2c:near:56.53
00177f50	func_00177f50	388	branchy	lift	near	85.02	ghidra:near:69.08;m2c:near:56.53
00178100	func_00178100	168	branchy	lift	near	69.12	m2c:near:53.95;ghidra:near:46.79;e3:near:19.91
001781e8	func_001781e8	56	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:exact:100.0
00178220	func_00178220	96	straight	m2c	near	13.50	ghidra:near:0.0
00178280	_ZN2YS6PLAYER14_OVR_leave_reqEv	72	branchy	typed	exact	100.00	lift:exact:100.0;m2c:near:94.63;ghidra:near:78.18
00178330	_Z16ctarget_00178330jjjj	376	vu0	ghidra	near	0.00	m2c:near:0.0
001784a8	func_001784a8	196	float	lift	near	86.57	m2c:near:75.65;ghidra:near:42.83
00178570	func_00178570	72	vu0	lift	near	88.89	m2c:near:55.5;ghidra:near:30.71
001785b8	func_001785b8	292	vu0	lift	near	82.46	m2c:near:9.32;ghidra:near:0.0
001786e0	func_001786e0	116	vu0	lift	near	79.03	m2c:near:44.48;ghidra:near:39.61
00178758	_ZN2YS6PLAYER13_OVR_pre_execEv	304	float	lift	near	85.13	m2c:near:83.99;ghidra:near:54.89
001788b8	_ZN2YS6PLAYER9_OVR_execEv	252	vu0	lift	near	83.14	ghidra:near:72.39;m2c:near:37.3
001789b8	_Z16wtarget_001789b8jjjj	148	float	lift	near	90.62	m2c:near:66.97;ghidra:near:46.02
00178a50	func_00178a50	148	branchy	m2c	near	66.97	lift:near:58.47;e3:near:49.69;ghidra:near:46.05
00178ae8	func_00178ae8	264	branchy	lift	near	76.71	ghidra:near:45.36;e3:near:0.0;m2c:near:0.0
00178bf0	func_00178bf0	260	vu0	lift	near	49.39	m2c:near:33.34;ghidra:near:15.6
00178cf8	_ZN2YS6PLAYER9move_stopEv	48	vu0	lift	near	44.58	ghidra:near:35.33;m2c:near:0.0
00178d28	func_00178d28	340	float	m2c	near	77.91	lift:near:62.49;ghidra:near:49.93
00178fe8	func_00178fe8	212	branchy	m2c	near	84.64	lift:near:78.09;ghidra:near:71.86
001790c0	func_001790c0	136	vu0	lift	near	84.26	m2c:near:69.68;ghidra:near:55.84
00179148	func_00179148	156	branchy	ghidra	near	60.05	m2c:near:54.08;e3:near:7.74;lift:near:0.0
001791e8	func_001791e8	284	vu0	lift	near	74.75	m2c:near:54.97;ghidra:near:45.0
00179308	func_00179308	328	float	m2c	near	70.54	lift:near:62.78;ghidra:near:57.99
00179450	func_00179450	220	float	m2c	near	84.48	ghidra:near:67.33;e3:near:59.93;lift:near:0.0
00179530	func_00179530	276	float	ghidra	near	65.23	m2c:near:65.04;lift:near:0.0
00179648	func_00179648	156	branchy	lift	near	67.03	m2c:near:65.77;ghidra:near:64.35
00179718	_ZN2YS6PLAYER19exec_barrier_effectEv	384	float	lift	near	95.11	m2c:near:49.39;e3:near:39.28;ghidra:near:35.24
001798d8	func_001798d8	396	float	lift	near	60.00	m2c:near:48.79;ghidra:near:12.22
00179a68	_ZN2YS6PLAYER9add_driveEf	252	float	lift	near	72.04	m2c:near:39.7;ghidra:near:29.85
00179b68	func_00179b68	96	branchy	ghidra	near	65.25	m2c:near:65.25;lift:near:44.21
00179c80	func_00179c80	52	branchy	m2c	exact	100.00	lift:near:59.21;ghidra:near:33.0
00179cb8	func_00179cb8	276	branchy	lift	near	83.67	m2c:near:44.06;ghidra:near:39.23
00179e18	func_00179e18	48	straight	typed	exact	100.00	lift:exact:100.0;m2c:exact:100.0;ghidra:near:73.31
00179f58	func_00179f58	40	straight	lift	exact	100.00	twins:exact:100.0;corpus:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;e3:near:32.83
00179f80	func_00179f80	76	straight	lift	near	93.26	m2c:near:93.26;ghidra:near:78.96;e3:near:43.37
00179fd0	_ZN2YS6PLAYER6AppearEPKNS_8OBJENTRYEiRKN2kn7FVectorEf	484	float	m2c	near	92.33	lift:near:76.33;ghidra:near:56.51
0017a1c8	_ZN2YS6BTLOBJ6VTABLEINS_6PLAYEREE11exec_damageEPS0_PNS_6DAMAGEE	60	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:exact:100.0
0017a230	func_0017a230	44	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:84.23
0017a2d0	_ZN2YS6PLAYER18check_message_wallEv	220	vu0	lift	near	67.76	ghidra:near:13.09;m2c:near:12.29
0017a418	func_0017a418	100	branchy	lift	near	74.00	m2c:near:61.0;ghidra:near:46.84
0017a538	_ZN2YS6PLAYER11is_changingEv	84	branchy	e3	near	84.71	m2c:near:77.62;ghidra:near:47.67;lift:near:37.67
0017a600	func_0017a600	124	float	typed	exact	100.00	lift:exact:100.0;m2c:near:95.0;ghidra:near:73.82
0017a6c8	func_0017a6c8	76	branchy	e3	exact	100.00	ghidra:near:84.7;m2c:near:69.9;lift:near:42.32
0017a718	func_0017a718	124	loop	lift	exact	100.00	m2c:near:76.94;ghidra:near:69.22
0017a7e0	_Z16wtarget_0017a7e0jjjj	212	branchy	lift	near	88.13	m2c:near:76.61;ghidra:near:50.96
0017a8f8	_Z13func_0017a8f8Pv	64	straight	ghidra	near	83.75	m2c:near:65.24;lift:near:61.88;e3:near:17.16
0017a938	func_0017a938	48	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:near:82.92;corpus:near:65.42;e3:near:0.0
0017a968	_Z16ctarget_0017a968jjjj	124	float	lift	near	46.94	ghidra:near:44.33;m2c:near:40.34;e3:near:0.0
0017a9e8	func_0017a9e8	204	float	lift	near	28.61	ghidra:near:18.39;m2c:near:0.0
0017aad0	_Z16wtarget_0017aad0jjjj	5160	float	lift	near	65.62	ghidra:near:64.21;e3:near:0.0;m2c:compile:0.0
0017c030	func_0017c030	112	float	m2c	near	67.78	ghidra:near:66.57;lift:compile:0.0
0017c0a0	func_0017c0a0	104	float	ghidra	near	68.96	lift:near:60.92;m2c:near:37.37
0017c108	func_0017c108	88	float	lift	near	87.73	ghidra:near:77.73;m2c:near:54.95
0017c160	func_0017c160	304	float	m2c	near	87.80	lift:near:82.41;ghidra:near:63.07;e3:near:0.0
0017c430	_ZN2YS3OBJ19prepare_jump_heightEf	148	float	m2c	near	63.27	ghidra:near:0.0
0017c4c8	_ZN2YS3OBJ12prepare_jumpERKN2kn7FVectorE	172	vu0	lift	near	81.26	ghidra:near:0.0;m2c:near:0.0
0017c578	_Z13func_0017c578Pv	232	float	lift	near	67.93	m2c:near:55.93;ghidra:near:45.33
0017c690	func_0017c690	480	float	m2c	near	78.53	ghidra:near:15.55;e3:near:0.0;lift:compile:0.0
0017c870	func_0017c870	128	float	ghidra	near	48.45	m2c:near:47.27;lift:near:16.62
0017c8f0	func_0017c8f0	64	float	lift	exact	100.00	ghidra:near:63.75;m2c:near:46.19;e3:near:0.0
0017c930	func_0017c930	344	float	lift	near	68.67	m2c:near:46.13;ghidra:near:29.31
0017ca88	func_0017ca88	188	float	m2c	near	62.70	ghidra:near:36.93;lift:near:17.49
0017cb78	func_0017cb78	124	float	lift	exact	100.00	ghidra:near:73.19;m2c:near:72.26
0017cc30	_Z16wtarget_0017cc30jjjj	212	float	lift	near	85.56	m2c:near:62.74;ghidra:near:50.09
0017cd20	func_0017cd20	240	float	lift	near	82.22	ghidra:near:52.15;m2c:near:36.38
0017ce10	_ZN2YS4MATH9FixRadianEf	112	float	lift	exact	100.00	m2c:near:38.32;ghidra:near:23.6;e3:near:14.63
0017ce80	func_0017ce80	128	float	ghidra	near	53.80	lift:near:0.0;m2c:compile:0.0
0017cf00	_ZN2YS4MATH12GetScreenPosERKN2kn7FVectorE	332	vu0	lift	near	62.92	ghidra:near:0.0;m2c:near:0.0
0017d050	_ZN2YS4MATH13VectorToAngleERKN2kn7FVectorE	148	vu0	lift	near	88.65	ghidra:near:30.64;m2c:near:17.62
0017d160	_ZN2YS4MATH11VectorAngleERKN2kn7FVectorES4_	116	vu0	lift	near	74.50	m2c:near:37.66;ghidra:near:15.55
0017d1d8	func_0017d1d8	364	vu0	lift	near	30.55	m2c:near:26.84;ghidra:near:1.23
0017d348	func_0017d348	492	vu0	lift	near	63.46	m2c:near:0.0;ghidra:compile:0.0
0017d538	_ZN2YS4MATH10VectorRotYERKN2kn7FVectorEf	176	vu0	lift	near	77.56	ghidra:near:0.0;m2c:near:0.0
0017d5e8	func_0017d5e8	176	vu0	lift	near	77.56	ghidra:near:0.0;m2c:near:0.0
0017d698	func_0017d698	172	vu0	lift	near	83.77	ghidra:near:0.0;m2c:near:0.0
0017d748	func_0017d748	376	float	lift	near	65.87	ghidra:near:33.19;m2c:compile:0.0
0017d8c0	func_0017d8c0	112	float	lift	near	83.36	m2c:near:45.21;ghidra:near:29.44
0017d930	func_0017d930	52	loop	ghidra	exact	100.00	m2c:near:75.38;lift:near:70.0;e3:near:42.04
0017d968	func_0017d968	296	float	m2c	near	68.78	ghidra:near:40.09;lift:near:39.49
0017da90	func_0017da90	296	float	m2c	near	68.78	ghidra:near:40.09;lift:near:39.49
0017dbb8	func_0017dbb8	80	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:72.27
0017dc98	_ZN2YS3OBJ6VTABLEINS_6FRIENDEE8pre_execEPS0_	40	straight	lift	exact	100.00	twins:exact:100.0;corpus:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0
0017dcc0	_ZN2YS6FRIEND9exec_stunEv	432	float	m2c	near	66.42	lift:near:22.94;ghidra:near:0.0
0017de70	func_0017de70	76	float	ghidra	exact	100.00	lift:near:65.52;m2c:near:29.58
0017dec0	_ZN2YS6FRIEND4InitEv	36	straight	e3	compile	0.00	lift:near:70.44;ghidra:near:70.44;m2c:near:58.0
0017dfc8	func_0017dfc8	100	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:97.2;e3:near:62.46
0017e138	func_0017e138	212	float	lift	near	65.66	m2c:near:30.32;ghidra:near:24.8
0017e280	_ZN2YS6FRIEND19can_sacrifice_leaveEv	140	loop	lift	near	49.14	e3:near:28.97;ghidra:near:7.92;m2c:compile:0.0
0017e358	func_0017e358	96	branchy	twins	exact	100.00	m2c:exact:100.0;ghidra:near:96.0;lift:near:81.17
0017e418	_ZN2YS6FRIEND6AppearEPKNS_8OBJENTRYERKN2kn7FVectorEf	220	float	lift	near	87.29	m2c:near:79.11;ghidra:near:11.75
0017e4f8	func_0017e4f8	368	vu0	lift	near	71.32	ghidra:near:27.45;m2c:near:17.99
0017e720	func_0017e720	232	float	m2c	near	84.75	lift:near:80.05;ghidra:near:71.55
0017e808	_Z16wtarget_0017e808jjjj	44	float	lift	exact	100.00	m2c:near:88.0;ghidra:near:57.73
0017e9d0	func_0017e9d0	404	float	lift	near	75.67	m2c:near:57.39;ghidra:near:47.33
0017eb68	func_0017eb68	44	straight	lift	near	75.27	ghidra:near:75.27;m2c:near:75.27
0017eb98	func_0017eb98	44	straight	lift	near	75.27	ghidra:near:75.27;m2c:near:75.27
0017ec98	func_0017ec98	272	loop	ghidra	near	66.53	e3:near:65.72;m2c:near:44.72;lift:near:40.46
0017edf0	func_0017edf0	120	branchy	ghidra	near	71.67	m2c:near:50.0;lift:near:47.73
0017ee68	func_0017ee68	124	branchy	typed	exact	100.00	lift:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;e3:near:34.38
0017eee8	func_0017eee8	184	float	ghidra	near	54.83	e3:near:10.83;lift:compile:0.0;m2c:compile:0.0
0017efa0	_ZN2YS6MOTION12start_motionEPNS_6BINARCEff	468	float	lift	near	76.62	m2c:near:65.55;ghidra:near:60.9
0017f178	func_0017f178	236	float	lift	near	73.39	m2c:near:66.83;ghidra:near:36.14
0017f268	func_0017f268	276	float	m2c	near	75.19	lift:near:58.39;ghidra:near:55.23
0017f380	_ZN2YS6MOTION11clear_queueEv	88	loop	lift	near	95.00	ghidra:near:51.09;m2c:near:48.55
0017f3d8	_Z16wtarget_0017f3d8jjjj	84	float	ghidra	near	76.71	lift:near:32.0;m2c:near:25.25
0017f488	_Z13func_0017f488iiff	88	float	twins	exact	100.00	lift:near:99.09;e3:near:65.6;m2c:near:62.64;ghidra:near:31.32
0017f4e0	func_0017f4e0	96	branchy	m2c	exact	100.00	ghidra:near:82.62;lift:near:77.62
0017f620	func_0017f620	792	vu0	lift	near	62.92	ghidra:near:14.53;m2c:near:0.0
0017f938	func_0017f938	612	float	lift	near	81.10	m2c:near:71.25;ghidra:near:0.0
0017fba0	_ZN2YS6MOTION4calcEPN2kn7FMatrixE	380	float	lift	near	84.82	m2c:near:79.83;ghidra:near:57.16
0017fdf8	func_0017fdf8	20	vu0	ghidra	near	61.80	lift:near:48.0;m2c:near:0.0
0017fe10	func_0017fe10	224	vu0	m2c	near	40.91	ghidra:near:31.43;lift:compile:0.0
0017fef0	func_0017fef0	120	vu0	lift	near	71.40	ghidra:near:47.55;m2c:near:19.23
0017ff68	func_0017ff68	140	vu0	lift	near	44.69	ghidra:near:16.61;m2c:near:12.06
00180058	func_00180058	340	float	lift	near	91.76	m2c:near:71.52;ghidra:near:29.15
001801b0	_ZN2YS6MOTION8_CaptureEPNS_3OBJEPNS_6BINARCEPN3ryj3PAXES2_fPi	296	float	lift	near	94.82	m2c:near:61.51;ghidra:near:54.53
00180378	_ZN2YS6MOTION7captureEPNS_3OBJEif	140	float	lift	near	87.71	m2c:near:80.29;ghidra:near:53.15
00180408	func_00180408	64	branchy	lift	near	90.00	m2c:near:70.62;ghidra:near:51.84;e3:near:29.06
00180448	func_00180448	200	float	m2c	near	79.14	lift:near:73.13;ghidra:near:31.57;e3:near:0.0
001805a8	_ZN2YS6MOTION8is_existEi	64	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:exact:100.0;e3:near:36.02
001805e8	_ZN2YS6MOTION17reset_anmatr_flagEv	44	straight	lift	near	62.45	ghidra:near:42.45;m2c:near:42.45
00180618	_Z16ctarget_00180618jjjj	128	float	m2c	near	88.68	e3:near:53.23;lift:near:46.54;ghidra:near:27.21
00180770	func_00180770	44	straight	lift	near	85.00	ghidra:near:85.0;m2c:near:85.0;e3:near:72.86
00180828	_Z16wtarget_00180828jjjj	148	loop	lift	near	87.02	m2c:near:61.7;ghidra:near:42.36
001808c0	_ZN2YS6MOTION14make_ik_adjustEPN2kn8IKAdjustE	336	float	m2c	near	62.00	lift:near:55.7;ghidra:near:0.0
00180a10	func_00180a10	252	loop	m2c	near	47.35	ghidra:near:46.38
00180b10	func_00180b10	136	loop	lift	near	86.53	m2c:near:82.15;ghidra:near:58.67
00180b98	func_00180b98	160	loop	lift	near	90.46	ghidra:near:50.56;m2c:near:30.79
00180c88	func_00180c88	72	float	lift	near	88.89	ghidra:near:86.56;m2c:near:65.0
00180ce0	func_00180ce0	96	branchy	typed	exact	100.00	lift:exact:100.0;m2c:exact:100.0;ghidra:near:84.57
00180d40	_Z16wtarget_00180d40jjjj	68	loop	lift	near	85.72	m2c:near:84.65;ghidra:near:72.22
00180dc0	func_00180dc0	52	loop	lift	exact	100.00	corpus:near:94.85;m2c:near:44.79;ghidra:near:44.07
00180e28	func_00180e28	200	loop	m2c	near	98.56	lift:near:85.37;e3:near:67.76;ghidra:near:56.1
00180ef0	func_00180ef0	56	loop	permute	exact	100.00	lift:near:99.86;ghidra:near:51.07;m2c:near:0.0
00180f28	_ZN2YS8PROGRESS4ReadEv	592	loop	m2c	near	63.00	lift:near:57.53;ghidra:near:52.82;e3:near:0.0
00181178	_ZN2YS8PROGRESS7SetFlagEi	832	switch	lift	near	70.70	ghidra:near:35.65;m2c:compile:0.0
001814b8	func_001814b8	68	straight	ghidra	near	74.71	lift:near:56.47;m2c:near:25.0
00181500	_ZN2YS8PROGRESS9CheckFlagEi	80	branchy	lift	near	45.20	e3:near:36.38;m2c:near:28.75;ghidra:near:22.18
00181570	_ZN2YS8PROGRESS11CheckAndSetEii	92	branchy	e3	exact	100.00	m2c:near:94.5;ghidra:near:92.0;lift:near:91.6
001815d0	func_001815d0	156	switch	m2c	near	99.97	ghidra:near:84.33;lift:near:77.97
00181670	_ZN2YS8PROGRESS7CheckLMEv	260	branchy	lift	exact	100.00	m2c:near:84.7;ghidra:near:70.51
001817f0	func_001817f0	100	loop	lift	exact	100.00	m2c:near:99.88;ghidra:near:80.96
001819c0	func_001819c0	88	branchy	ghidra	near	62.00	m2c:near:59.73;e3:near:59.68;lift:near:48.14
00181a18	func_00181a18	88	branchy	ghidra	near	62.00	m2c:near:59.73;lift:near:48.14
00181a90	_ZN2YS13TEST_PROGRESS8set_flagEi	64	straight	m2c	near	72.29	lift:near:64.76;ghidra:near:64.76;e3:near:10.56
00181ad0	func_00181ad0	204	branchy	ghidra	near	81.56	m2c:near:74.39
00181cc0	func_00181cc0	112	loop	lift	near	55.30	m2c:near:38.36;ghidra:near:4.25
00181da0	_ZNK2YS8AREADATA8SETINDEX10parse_codeEPKNS0_4CODEE	1248	float	m2c	near	68.63	lift:near:66.63;ghidra:near:65.63
00182280	func_00182280	332	switch	m2c	near	91.78	lift:near:82.72;ghidra:near:76.88
001823d0	func_001823d0	700	float	lift	near	77.13	ghidra:near:44.35;m2c:near:31.05
001826e0	_Z13func_001826e0v	24	float	lift	exact	100.00	e3:exact:100.0;m2c:near:74.75;ghidra:near:26.25
001826f8	_Z13func_001826f8jjjjjjjj	36	float	lift	exact	100.00	e3:exact:100.0;m2c:near:81.64;ghidra:near:28.16
00182720	_Z16wtarget_00182720jjjj	60	branchy	lift	near	75.88	ghidra:near:48.95;m2c:near:0.0
00182838	func_00182838	40	branchy	lift	exact	100.00	m2c:exact:100.0;ghidra:near:85.45
001829b0	func_001829b0	196	loop	m2c	near	95.60	lift:near:93.28;ghidra:near:80.8
00182ab0	func_00182ab0	100	loop	ghidra	near	95.20	lift:near:90.0;m2c:near:89.26
00182b18	_ZN2YS4UNIT11ActivateAllEv	164	loop	lift	near	93.37	ghidra:near:82.83;m2c:near:78.24
00182bc0	func_00182bc0	160	loop	m2c	near	88.49	ghidra:near:78.07;lift:near:63.88
00182c60	func_00182c60	288	loop	lift	near	74.12	ghidra:near:67.67;m2c:near:36.72
00182d80	_Z16u_call0_00182d80v	108	loop	lift	exact	100.00	ghidra:exact:100.0;m2c:near:96.32;e3:near:39.98
00182e08	_ZN2YS4UNIT7GetPathEi	140	loop	lift	near	93.77	m2c:near:68.71;ghidra:near:31.51
00182e98	_ZN2YS4UNIT11GetPathByIDEi	140	loop	lift	near	93.77	m2c:near:68.71;ghidra:near:31.51
00182f38	_ZN2YS4UNIT12InitMinigameEv	104	loop	lift	near	90.38	ghidra:near:87.46;m2c:near:85.52
00182fa0	_Z16wtarget_00182fa0jjjj	168	loop	lift	near	83.51	m2c:near:83.31;ghidra:near:63.76
00183088	_ZN2YS3OBJ4moveEv	1300	vu0	ghidra	near	0.00	m2c:compile:0.0
001835a0	func_001835a0	84	float	typed	exact	100.00	lift:exact:100.0;m2c:near:81.6;ghidra:near:60.52
001835f8	func_001835f8	368	vu0	lift	near	65.16	ghidra:near:16.32;m2c:near:5.37
00183768	func_00183768	84	vu0	lift	near	88.52	ghidra:near:0.0;m2c:near:0.0
001837c0	func_001837c0	136	vu0	lift	near	73.62	ghidra:near:0.0;m2c:near:0.0
00183848	func_00183848	204	loop	ghidra	near	94.26	m2c:compile:0.0
00183918	func_00183918	1960	vu0	ghidra	near	0.00	m2c:compile:0.0
001840c0	func_001840c0	300	vu0	lift	near	77.51	ghidra:near:0.0;m2c:near:0.0
001841f0	func_001841f0	204	branchy	typed	exact	100.00	lift:exact:100.0;m2c:near:50.94;ghidra:near:41.59
00184308	func_00184308	204	branchy	typed	exact	100.00	lift:exact:100.0;m2c:near:50.94;ghidra:near:41.59
001843d8	func_001843d8	156	float	lift	exact	100.00	m2c:near:71.03;ghidra:near:65.36
00184478	func_00184478	112	float	permute	exact	100.00	m2c:near:97.68;ghidra:near:60.9;lift:near:28.56
00184540	_Z13func_00184540jjff	352	vu0	m2c	near	4.09	ghidra:near:0.0;lift:compile:0.0
001846a0	func_001846a0	84	vu0	lift	near	88.52	ghidra:near:0.0;m2c:near:0.0
001846f8	_ZN2YS3OBJ11fly_to_jumpEv	136	float	m2c	near	40.82	lift:near:21.94;ghidra:near:16.54
00184780	func_00184780	564	vu0	ghidra	near	14.83	m2c:near:6.17;lift:compile:0.0
001849d8	_Z13func_001849d8j	180	float	lift	near	85.11	m2c:near:41.3;ghidra:near:14.44
00184ad0	_ZN2YS3OBJ11turn_to_dirERKN2kn7FVectorEf	224	float	m2c	near	77.00	ghidra:near:50.35;lift:near:47.82
00184bb0	_ZN2YS3OBJ26get_belt_conveyor_movementEv	772	vu0	lift	near	76.06	ghidra:near:2.98;m2c:near:0.0
00184eb8	func_00184eb8	216	float	lift	near	93.18	m2c:near:92.57;ghidra:near:87.58;e3:near:85.47
00184f90	_Z16ctarget_00184f90jjjj	192	float	typed	exact	100.00	lift:exact:100.0;m2c:near:87.94;e3:near:83.04;ghidra:near:78.64
00185050	_Z16wtarget_00185050jjjj	80	branchy	e3	exact	100.00	lift:near:90.68;ghidra:near:74.9;m2c:near:74.9
001850a0	func_001850a0	120	vu0	lift	near	82.33	ghidra:near:59.15;m2c:near:12.23
00185138	func_00185138	320	vu0	lift	near	61.71	ghidra:near:21.77;m2c:compile:0.0
001852b8	func_001852b8	116	float	lift	near	54.14	ghidra:near:51.33;m2c:near:30.94
00185330	func_00185330	312	float	lift	near	89.92	m2c:near:83.76;ghidra:near:64.31
00185468	func_00185468	312	float	lift	near	89.92	m2c:near:83.76;ghidra:near:64.31
00185770	func_00185770	272	float	lift	near	54.04	m2c:near:41.53;ghidra:near:34.1
00185890	func_00185890	124	branchy	lift	near	56.94	ghidra:near:42.06;e3:near:9.84;m2c:compile:0.0
00185920	func_00185920	104	branchy	lift	exact	100.00	m2c:near:86.63;ghidra:near:63.0;e3:near:48.79
00185988	func_00185988	160	branchy	typed	exact	100.00	lift:exact:100.0;m2c:near:94.62;ghidra:near:80.5
00185a28	func_00185a28	64	straight	lift	exact	100.00	m2c:near:98.12;ghidra:near:76.75
00185a68	func_00185a68	44	straight	m2c	near	97.73	lift:near:81.82;ghidra:near:80.0
00185a98	func_00185a98	40	straight	lift	exact	100.00	ghidra:near:98.0;m2c:near:98.0;corpus:near:82.83;e3:near:0.0
00185b00	_Z16ctarget_00185b00jjjj	112	float	lift	exact	100.00	ghidra:near:70.7;m2c:near:39.24
00185b70	func_00185b70	112	float	lift	exact	100.00	ghidra:near:70.7;m2c:near:39.24
00185c48	func_00185c48	108	float	typed	exact	100.00	lift:exact:100.0;m2c:near:83.16;ghidra:near:39.61
00185d10	func_00185d10	132	branchy	lift	exact	100.00	ghidra:near:83.47;m2c:near:0.0
00185da8	_ZN2YS5ENEMY4EachEPS0_	52	loop	m2c	exact	100.00	e3:near:82.0;lift:near:80.0;ghidra:near:73.0
00185de0	_Z16ctarget_00185de0jjjj	64	branchy	lift	exact	100.00	ghidra:near:94.12;m2c:near:90.47;e3:near:49.38
00185e20	_ZN2YS5ENEMY12StopStartAllEi	88	float	lift	near	98.86	ghidra:near:95.91;m2c:near:44.32
00185e78	func_00185e78	92	loop	lift	near	98.91	ghidra:near:89.2;m2c:near:53.7;e3:near:53.27
00185ed8	func_00185ed8	148	float	m2c	near	70.86	lift:near:49.48;ghidra:near:5.95
00185f70	func_00185f70	148	float	m2c	near	70.86	lift:near:49.48;ghidra:near:5.95
00186078	func_00186078	52	loop	m2c	exact	100.00	e3:near:82.0;lift:near:80.0;ghidra:near:73.0
001860b0	func_001860b0	92	vu0	lift	near	55.87	ghidra:near:7.11;m2c:near:0.0
00186110	func_00186110	56	switch	lift	exact	100.00	corpus:near:95.57;ghidra:near:13.5;m2c:near:13.14
001863a8	func_001863a8	204	float	lift	near	92.77	m2c:near:88.54;ghidra:near:55.65
00186478	func_00186478	208	float	ghidra	near	61.69	m2c:near:57.96;lift:near:55.9
00186590	func_00186590	268	vu0	lift	near	61.28	ghidra:near:57.15;m2c:near:24.4
00186740	func_00186740	324	vu0	lift	near	73.96	ghidra:near:46.21;m2c:near:37.01
00186888	_ZN2YS6BTLOBJ4blowERKN2kn7FVectorE	188	vu0	lift	near	73.79	ghidra:near:0.0;m2c:near:0.0
00186948	func_00186948	60	straight	typed	exact	100.00	lift:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0
00186988	_ZN2YS6BTLOBJ17exec_damage_largeEPNS_6DAMAGEEf	260	vu0	lift	near	80.45	ghidra:near:34.74;m2c:near:23.6
00186a90	_ZN2YS6BTLOBJ11set_hitbackERKN2kn7FVectorEf	256	vu0	lift	near	69.88	m2c:near:18.84;ghidra:near:15.89
00186b90	func_00186b90	200	vu0	lift	near	55.23	m2c:near:47.94;ghidra:near:5.18
00186c58	func_00186c58	140	float	lift	near	53.66	ghidra:near:25.94;m2c:near:19.57
00186ce8	_ZN2YS6BTLOBJ16is_damage_motionEv	44	branchy	lift	near	62.91	ghidra:near:55.64;m2c:near:55.64;e3:near:2.55
00186d18	func_00186d18	44	branchy	lift	near	62.91	ghidra:near:55.64;m2c:near:55.64;e3:near:2.55
00186d48	func_00186d48	372	branchy	ghidra	near	67.59	lift:near:61.78;m2c:compile:0.0
00186ec0	func_00186ec0	280	branchy	ghidra	near	82.11	m2c:near:81.3;lift:near:68.38
