ee_addr	ppc_addr	votes	c_ident	mangled	demangled	dwarf_type
01d48d94	02ab0c0c	1.0	IsWorldMap		IsWorldMap	bool
01d48da0	02a9fc18	8.0	ObjList_2		ObjList	YS::SLIST<YS::OBJ, 0>
01d48db0	02a9fc28	2.0	MotionQueue		MotionQueue	YS::SLIST<YS::OBJ, 1>
01d48db4	02a9fc2c	1.0				
01d48dc0	02ab0f78	2.0	WorldWork		WorldWork	YS::WORLDWORK
01d48de0	02a983f0	3.0	ItemEffectList		ItemEffectList	YS::SLIST<YS::ITEM_EFFECT, 0>
01d49320	02a9ec40	17.0	Current_2		Current	YS::MISSION *
01d49324	02a9ec44	3.0	CurrentTable		CurrentTable	const YS::MISSION_TABLE *
01d49350	00c784c8	4.0	CheckList		CheckList	YS::SLIST<YS::ATTACK_CHECK, 0>
01d49520	02a9de80	1.0	ZeroVector		ZeroVector	const kn::FVector
01d49610	02ab3f90	2.0	CameraMatrix		CameraMatrix	kn::FMatrix
01d49650	02ab3fd0	2.0	AppearUnitArg		AppearUnitArg	int
01d498a8	02ab4998	2.0	RealEnemyNum		RealEnemyNum	int
01d498b0	02ab49a0	5.0	DeadCount		DeadCount	int
01d499b0	02a81660	1.0	Continue		Continue	YS::structure 
01d5b9d0	02aa154c	2.0	PlayerTable		PlayerTable	const YS::PREF *
01d5b9d8	02aa1554	2.0	PartyTable		PartyTable	const YS::PREF *
01d5b9e0	02ab3db0	1.0	PARAM_FLY		PARAM_FLY	const YS::CROWDEFFECT::PARAM
01d5ba24	02ab0354	2.0				
01d5ba28	02a9d838	5.0	LimitTable		LimitTable	YS::ELEMDATA<YS::LIMIT_TABLE> *
01d5ba6c	02b75590	1.0	LinkFlag		LinkFlag	const YS::ELEMDATA<YS::LINK_FLAG> *
01d5ba98	02aadb08	2.0	SummonTable		SummonTable	const YS::ELEMDATA<YS::SUMMON_TABLE> *
01d5baa8	02a9ce48	3.0	JigsawTable		JigsawTable	const YS::ELEMDATA<YS::JIGSAW> *
01d5baac	02b74c18	1.0	EnemyParam		EnemyParam	const YS::ELEMDATA<YS::ENEMYPARAM> *
01d5bab0	02a93a00	1.0	PlayerPos		PlayerPos	kn::FVector
01d5bb00	00a8cedc	2.0	Allocator_3		Allocator	ALLOCATOR *
01d9e340	00acf890	1.0	Allocator_4		Allocator	ALLOCATOR *
01d9e348	00acf898	8.0	PaxList		PaxList	YS::SLIST<ryj::PAX, 0>
01d9e34c	00acf89c	4.0				
01d9e360	00a8add0	7.0	ppvDbgTemp	ppvDbgTemp	ppvDbgTemp	Axa::QWORD[1]
01d9e6b0	00a8ada8	1.0	ppvVu1SprDbId	ppvVu1SprDbId	ppvVu1SprDbId	u_char
01d9e6e0	02b9caf0	54.0	ppvMng	ppvMng	ppvMng	pppMngSt *
01d9e6e4	02b9caf4	36.0	ppvEnv	ppvEnv	ppvEnv	pppEnvSt *
01d9e6e8	02b9caf8	35.0	ppvPObj	ppvPObj	ppvPObj	pppPObject *
01d9e730	02b9cb40	11.0	ppvCameraMatrix	ppvCameraMatrix	ppvCameraMatrix	FMATRIX
01d9e770	02b9cb80	1.0	ppvCameraMatrixOld	ppvCameraMatrixOld	ppvCameraMatrixOld	FMATRIX
01d9e8c0	02b9ccd0	20.0	ppvScreenMatrix	ppvScreenMatrix	ppvScreenMatrix	FMATRIX
01d9e940	02b9cd50	3.0	ppvSWMatrixWood	ppvSWMatrixWood	ppvSWMatrixWood	FMATRIX
01d9ea9c	02b9ceac	29.0	ppvUserStopPartF	ppvUserStopPartF	ppvUserStopPartF	BOOL
01d9eaa4	02bacec4	11.0	ppvCurPrimp	ppvCurPrimp	ppvCurPrimp	u_qword *
01d9eab4	02baced4	6.0	ppvEmptyLoop	ppvEmptyLoop	ppvEmptyLoop	int
01da8b50	02bb0f80	1.0	g_matUnit		g_matUnit	FMATRIX
01dad990	00ad06d0	2.0	s_shake		s_shake	dk::Shake
01dae688	007fdddc	2.0	Tz__s_FileSizeInfo	_ZN2Tz14s_FileSizeInfoE	Tz::s_FileSizeInfo	const const Tz::FileSizeInfo[3]
01e21ee0	00b5ed28	1.0	s_SelSeq		s_SelSeq	short[2][4]
01e21ee8	00b5ed30	1.0				
01e2a410	00a364a0	7.0	s_se_bank		s_se_bank	SE_BANK
01e2a5f4	00a3664c	2.0				
01e2aa80	00a352c8	8.0	s_seList		s_seList	YS::SLIST<SE3D, 0>
01e2aa90	00a352e0	2.0	s_seBuff		s_seBuff	YS::CLASS_BLOCK<SE3D, 64>
01e2bba0	00703b74	1.0	LS_6_LV_0	LS.6.LV.0	LS.6.LV.0	
01e2bcc0	00b60bf0	1.0	rootMatrix		rootMatrix	kn::FMatrix
01e2bd00	00b61aa8	1.0	KeyTable		KeyTable	const YS::ELEMDATA<worldmap::Key> *
01e2bd10	00b61400	2.0	episode_world		episode_world	int
01e2bda0	00b60518	2.0	cameraManager		cameraManager	worldmap::CameraManager
01e2bf00	03eaf2e0	3.0	IntervalVoiceList		IntervalVoiceList	YS::SLIST<Ti::IntervalVoice, 0>
01e2bf04	03eaf2e4	3.0				
01e2bf80	03ead630	2.0	ResultVector_3		ResultVector	kn::FVector
01e2bfa0	03ead990	4.0	FlareList		FlareList	YS::CLASS_BLOCK<Ts::FLARE, 30> *
01e2bfa4	03ead994	2.0	FlareCounter		FlareCounter	int
01e2c064	03eacf80	2.0	IsAddEdgePoint		IsAddEdgePoint	bool
01e2c080	00a1b170	1.0	WindowList_2		WindowList	YS::SLIST<menu::Widget, 0>
01e2c084	00a1b174	1.0				
01e2c088	00a1b178	1.0	MenuMode		MenuMode	menu::Mode
01e2c0d0	02a9d098	4.0	LandingData		LandingData	YS::BINARC *
01f18014	0084cbe0	2.0	menu_heap_pointer		menu_heap_pointer	u_char[655360]
