ee_addr	ppc_addr	tier	mangled	demangled	c_ident	params	locals
00289358	003820d8	seed	_ZN2Tz6Select15isSelectTopMoveEv	Tz::Select::isSelectTopMove()	Tz__Select__isSelectTopMove		
0028aa40	00382610	high	_ZN2Tz6Select7FadeOutEv	Tz::Select::FadeOut()	Tz__Select__FadeOut		int i; short * seq
0028ab20	0038275c	sim-high	_ZN2Tz6Select4LoopEv	Tz::Select::Loop()	Tz__Select__Loop		void * return_addr; int i; short * seq
0028abe0	00382904	sim-low	_ZN2Tz6Select5LeaveEv	Tz::Select::Leave()	Tz__Select__Leave		int i
0028acb8	00382a30	seed	_ZN2Tz6Select9isFadeOutEv	Tz::Select::isFadeOut()	Tz__Select__isFadeOut		
0028acc8	0038256c	sim-low	_ZN2Tz6Select7isExistEv	Tz::Select::isExist()	Tz__Select__isExist		int i
0028ae28	00382a44	sim-low	_ZN2Tz6Select6isLoopEi	Tz::Select::isLoop(int)	Tz__Select__isLoop	int no	short * seq; void * return_addr; void * return_addr
0028af18	0037f668	seed	_ZN2Tz6Select15SetEnableButtonEj	Tz::Select::SetEnableButton(unsigned int)	Tz__Select__SetEnableButton	u_int button	
0028af28	00382bc0	seed	_ZN2Tz6Select16SetDisableButtonEj	Tz::Select::SetDisableButton(unsigned int)	Tz__Select__SetDisableButton	u_int button	
0028af40	00382bd8	seed	_ZN2Tz6Select17SetEnableShortCutEj	Tz::Select::SetEnableShortCut(unsigned int)	Tz__Select__SetEnableShortCut	u_int button	
0028af88	00382bec	seed	_ZN2Tz6Select15GetEnableButtonEv	Tz::Select::GetEnableButton()	Tz__Select__GetEnableButton		
0028af90	00382bf4	high	_ZN2Tz6Select12SetSelectMaxEi	Tz::Select::SetSelectMax(int)	Tz__Select__SetSelectMax	int num	
0028afa8	00382c08	seed	_ZN2Tz6Select12GetSelectMaxEv	Tz::Select::GetSelectMax()	Tz__Select__GetSelectMax		
0028afd0	00382c14	sim-med	_ZN2Tz6Select12SetSelectTopEi	Tz::Select::SetSelectTop(int)	Tz__Select__SetSelectTop	int num	int pos; void * return_addr
0028b038	00382d8c	seed	_ZN2Tz6Select12GetSelectTopEv	Tz::Select::GetSelectTop()	Tz__Select__GetSelectTop		
0028b040	0037ffb0	high	_ZN2Tz6Select12GetSelectPosEv	Tz::Select::GetSelectPos()	Tz__Select__GetSelectPos		
0028b0e0	00382de0	seed	_ZN2Tz6Select11Reset2DModeEv	Tz::Select::Reset2DMode()	Tz__Select__Reset2DMode		
0028b160	00382e04	high	_ZN2Tz6Select10GetPtr2IdxEPv	Tz::Select::GetPtr2Idx(void*)	Tz__Select__GetPtr2Idx	void * ptr	int i; Tz::MenuItem * p
0028b1b0	0037f660	seed	_ZN2Tz6Select16SetSelectDisableEj	Tz::Select::SetSelectDisable(unsigned int)	Tz__Select__SetSelectDisable	u_int mask	
0028b1b8	00382e54	sim-low	_ZN2Tz6Select16GetSelectDisableEv	Tz::Select::GetSelectDisable()	Tz__Select__GetSelectDisable		
0028b1e8	00382e5c	seed	_ZN2Tz6Select15SetSelectorLoopEb	Tz::Select::SetSelectorLoop(bool)	Tz__Select__SetSelectorLoop	bool stat	
0028b200	00382d98	sim-low	_ZN2Tz6Select9Set2DModeEii	Tz::Select::Set2DMode(int, int)	Tz__Select__Set2DMode	int x, int y	
0028b218	003817e0	high	_ZN2Tz6Select11SetPageModeEb	Tz::Select::SetPageMode(bool)	Tz__Select__SetPageMode	bool stat	
0028b258	00382f0c	sim-sib-med	_ZN2Tz6Select11PressAnyKeyEj	Tz::Select::PressAnyKey(unsigned int)	Tz__Select__PressAnyKey	u_int mask	YS::PAD pad
0028b300	00366e0c	sim-high	_ZN2Tz6LaySeq6createEiiiPNS_6LayoutEPKsS4_ii	Tz::LaySeq::create(int, int, int, Tz::Layout*, short const*, short const*, int, int)	Tz__LaySeq__create	int pri, int s_unit, int i_unit, Tz::Layout * lay, const short * lay_no, const short * seq_no, int num, int group	int i; int wk
0028b3c0	00366bd8	sim-high	_ZN2Tz6LaySeq6updateEv	Tz::LaySeq::update()	Tz__LaySeq__update		int i; int num; void * return_addr
0028b4c0	00366da4	sim-sandwich	_ZN2Tz6LaySeq9SetSeqNumEPKs	Tz::LaySeq::SetSeqNum(short const*)	Tz__LaySeq__SetSeqNum	const short * seq_no	int i
0028b4f0	00366dd8	sim-med	_ZN2Tz6LaySeq9SetLayNumEPKs	Tz::LaySeq::SetLayNum(short const*)	Tz__LaySeq__SetLayNum	const short * lay_no	int i
0028b520	0036718c	sim-high	_ZN2Tz10LaySeqMess6createEiiiPNS_6LayoutEPKsS4_iii	Tz::LaySeqMess::create(int, int, int, Tz::Layout*, short const*, short const*, int, int, int)	Tz__LaySeqMess__create	int pri, int s_unit, int i_unit, Tz::Layout * lay, const short * lay_no, const short * seq_no, int num, int mess_no, int group	int i; int wk; YI::SEQUENCE * seq; void * return_addr
0028b640	00366f58	sim-high	_ZN2Tz10LaySeqMess6updateEv	Tz::LaySeqMess::update()	Tz__LaySeqMess__update		int i; int num; void * return_addr
0028b6f0	00367158	sim-rerun-med	_ZN2Tz10LaySeqMess9SetLayNumEPKs	Tz::LaySeqMess::SetLayNum(short const*)	Tz__LaySeqMess__SetLayNum	const short * lay_no	int i
0028b720	00367124	sim-rerun-med	_ZN2Tz10LaySeqMess9SetSeqNumEPKs	Tz::LaySeqMess::SetSeqNum(short const*)	Tz__LaySeqMess__SetSeqNum	const short * seq_no	int i
0028b7c0	0037d154	sim-med	_ZN2Tz8SaveFileC1Ev	Tz::SaveFile::SaveFile()	Tz__SaveFile__SaveFile		
0028b830	0037d1fc	sim-med	_ZN2Tz8SaveFileD0Ev	Tz::SaveFile::~SaveFile()			
0028b870	0037d1a8	sim-low	_ZN2Tz8SaveFileD1Ev	Tz::SaveFile::~SaveFile()			
0028b8e0	0037d394	sim-med	_ZN2Tz8SaveFile9buildDataEPv	Tz::SaveFile::buildData(void*)	Tz__SaveFile__buildData	void * address	int ico_num; void * return_addr
0028b9b0	0037d490	sim-med	_ZN2Tz9ScrollBarC1Ev	Tz::ScrollBar::ScrollBar()	Tz__ScrollBar__ScrollBar		
0028ba80	0037d5dc	sim-low	_ZN2Tz9ScrollBarD1Ev	Tz::ScrollBar::~ScrollBar()			
0028bae0	0037d678	med	_ZN2Tz9ScrollBar6CreateEiPvPN2YI5IMAGEEPKsiiPN2dk6SpriteEi	Tz::ScrollBar::Create(int, void*, YI::IMAGE*, short const*, int, int, dk::Sprite*, int)	Tz__ScrollBar__Create	int pri, void * sqd, YI::IMAGE * img, const short * seq, int max, int disp, dk::Sprite * parent, int group	int i; int j; int idx; int wk; float scl; float fwk; void * return_addr; YI::SEQUENCE * parent_seq; int x; int y
0028bd60	0037dac4	sim-med	_ZN2Tz9ScrollBar4LoopEv	Tz::ScrollBar::Loop()	Tz__ScrollBar__Loop		void * return_addr
0028be18	0037dba4	seed	_ZN2Tz9ScrollBar5LeaveEv	Tz::ScrollBar::Leave()	Tz__ScrollBar__Leave		
0028be58	0037d5b4	sim-low	_ZN2Tz9ScrollBar7isExistEv	Tz::ScrollBar::isExist()	Tz__ScrollBar__isExist		
0028be78	0037dc10	high	_ZN2Tz9ScrollBar6SetPosEi	Tz::ScrollBar::SetPos(int)	Tz__ScrollBar__SetPos	int pos	int wk; float fwk; float scl; bool scl_full; float scl2
0028bfc0	0037de20	med	_ZN2Tz9ScrollBar6SetMaxEi	Tz::ScrollBar::SetMax(int)	Tz__ScrollBar__SetMax	int max	int wk; float fwk; float scl
0028c0a0	00372460	sim-med	_ZN2Tz8MenuItem5startEPvPN2YI5IMAGEEiii	Tz::MenuItem::start(void*, YI::IMAGE*, int, int, int)	Tz__MenuItem__start_2	void * sqd, YI::IMAGE * img, int num, int messageId, int group	Tz::MenuItem * sp; void * return_addr
0028c198	003721d8	high	_ZN2Tz8MenuItem5startEiiiPNS_6LayoutEiii	Tz::MenuItem::start(int, int, int, Tz::Layout*, int, int, int)	Tz__MenuItem__start	int num, int s_unit, int i_unit, Tz::Layout * lay, int messageId, int group, INT inXoffset16x9	Tz::MenuItem * sp; void * sqd; YI::IMAGE * img; void * return_addr
0028c3f0	00372690	high	_ZN2Tz8MenuItem4initEP9ALLOCATOR	Tz::MenuItem::init(ALLOCATOR*)	Tz__MenuItem__init	ALLOCATOR * allocator	void * return_addr
0028c4f8	00371f9c	seed	_ZN2Tz8MenuItem6updateEv	Tz::MenuItem::update()	Tz__MenuItem__update		
0028c660	00372050	med	_ZN2Tz8MenuItem4drawEv	Tz::MenuItem::draw()	Tz__MenuItem__draw		int x; int y; u_int color; u_int p_color; bool stat
0028c878	003706cc	high	_ZN2Tz10MenuCursor4InitEP9ALLOCATORi	Tz::MenuCursor::Init(ALLOCATOR*, int)	Tz__MenuCursor__Init	ALLOCATOR * allocator, int max	void * return_addr; int i
0028ca78	00370b44	seed	_ZN2Tz10MenuCursor4ExitEv	Tz::MenuCursor::Exit()	Tz__MenuCursor__Exit		int i
0028cbf8	00370db8	seed	_ZN2Tz10MenuCursor6isInitEv	Tz::MenuCursor::isInit()	Tz__MenuCursor__isInit		
0028cc78	00370dd0	high	_ZN2Tz10MenuCursor6CreateEiiiPNS_6LayoutEiii	Tz::MenuCursor::Create(int, int, int, Tz::Layout*, int, int, int)	Tz__MenuCursor__Create	int no, int s_unit, int i_unit, Tz::Layout * lay, int loop, int hist, INT inXoffset16x9	void * sqd; YI::IMAGE * img; void * return_addr; void * return_addr
0028ce38	00371014	sim-sib-high	_ZN2Tz10MenuCursor9DeleteAllEv	Tz::MenuCursor::DeleteAll()	Tz__MenuCursor__DeleteAll		int i; void * return_addr
0028ce98	003710ec	high	_ZN2Tz10MenuCursor7SetTypeEii	Tz::MenuCursor::SetType(int, int)	Tz__MenuCursor__SetType	int no, int type	int seq; void * return_addr; void * return_addr; void * return_addr
0028cf28	00371400	high	_ZN2Tz10MenuCursor9SetParentEiPN2dk6SpriteE	Tz::MenuCursor::SetParent(int, dk::Sprite*)	Tz__MenuCursor__SetParent	int no, dk::Sprite * parent	void * return_addr; void * return_addr
0028cf98	00371578	seed	_ZN2Tz10MenuCursor12SetParentSeqEiPN2YI8SEQUENCEE	Tz::MenuCursor::SetParentSeq(int, YI::SEQUENCE*)	Tz__MenuCursor__SetParentSeq	int no, YI::SEQUENCE * parent	void * return_addr; void * return_addr
0028d008	00371708	sim-sandwich	_ZN2Tz10MenuCursor7isExistEi	Tz::MenuCursor::isExist(int)	Tz__MenuCursor__isExist	int no	bool rtn; void * return_addr
0028d068	00371800	sim-sandwich	_ZN2Tz10MenuCursor6SetPriEii	Tz::MenuCursor::SetPri(int, int)	Tz__MenuCursor__SetPri	int pri, int no	void * return_addr; int i
0028d0c8	003718fc	seed	_ZN2Tz10MenuCursor6GetPriEi	Tz::MenuCursor::GetPri(int)	Tz__MenuCursor__GetPri	int no	
0028d0e0	00371918	seed	_ZN2Tz10MenuCursor9GetSpriteEi	Tz::MenuCursor::GetSprite(int)	Tz__MenuCursor__GetSprite	int no	void * return_addr; void * return_addr
0028d0f8	00367ad8	sim-med	_ZN2Tz8LightCurC1Ev	Tz::LightCur::LightCur()	Tz__LightCur__LightCur		
0028d140	00325e50	seed	_ZN2Tz8ItemStatC1Ev	Tz::ItemStat::ItemStat()	Tz__ItemStat__ItemStat		int i
0028d1c0	00367b94	high	_ZN2Tz8LightCur6CreateEiiiPNS_6LayoutEPKsii	Tz::LightCur::Create(int, int, int, Tz::Layout*, short const*, int, int)	Tz__LightCur__Create	int pri, int s_unit, int i_unit, Tz::Layout * lay, const short * seq, int group, INT inXoffset16x9	int i; void * sqd; YI::IMAGE * img; void * return_addr
0028d2a0	003676e0	sim-low	_ZN2Tz8LightCur6updateEv	Tz::LightCur::update()	Tz__LightCur__update		
0028d320	00367788	med	_ZN2Tz8LightCur4drawEv	Tz::LightCur::draw()	Tz__LightCur__draw		int posx; int posy; float fwk; float fx; float fy; float move; int posx2; int posy2
0028d5d0	00367d4c	seed	_ZN2Tz8LightCur7FadeOutEv	Tz::LightCur::FadeOut()	Tz__LightCur__FadeOut		
0028d620	00367dbc	seed	_ZN2Tz8LightCur5LeaveEv	Tz::LightCur::Leave()	Tz__LightCur__Leave		
0028d660	00367e18	sim-med	_ZN2Tz8LightCur9setParentEPN2dk6SpriteE	Tz::LightCur::setParent(dk::Sprite*)	Tz__LightCur__setParent	dk::Sprite * parent	void * return_addr
0028d6e8	00367b70	seed	_ZN2Tz8LightCur7isExistEv	Tz::LightCur::isExist()	Tz__LightCur__isExist		
0028d7f0	00376628	high	_ZN2Tz8MenuUtil9CreateLayEPNS_6LayoutEiiiiiPhS3_i	Tz::MenuUtil::CreateLay(Tz::Layout*, int, int, int, int, int, unsigned char*, unsigned char*, int)	Tz__MenuUtil__CreateLay	Tz::Layout * lay, int pri, int lad_num, int imz_num, int fin, int loop, u_char * lad, u_char * imz, int group	
0028d8c0	0037671c	high	_ZN2Tz8MenuUtil10CreateSprtEPN2dk6SpriteEiiiPNS_6LayoutEiiii	Tz::MenuUtil::CreateSprt(dk::Sprite*, int, int, int, Tz::Layout*, int, int, int, int)	Tz__MenuUtil__CreateSprt	dk::Sprite * ptr, int pri, int s_unit, int i_unit, Tz::Layout * lay, int fin, int loop, int group, INT inXoffset16x9	void * sqd; YI::IMAGE * img; void * return_addr
0028d980	0037687c	high	_ZN2Tz8MenuUtil10CreateMessEPN2dk13SpriteMessageEiiiPNS_6LayoutEiiiii	Tz::MenuUtil::CreateMess(dk::SpriteMessage*, int, int, int, Tz::Layout*, int, int, int, int, int)	Tz__MenuUtil__CreateMess	dk::SpriteMessage * ptr, int pri, int s_unit, int i_unit, Tz::Layout * lay, int fin, int loop, int mess_no, int group, INT inXoffset16x9	void * sqd; YI::IMAGE * img; const YS::MESSAGE * mess; void * return_addr
0028da70	00376a18	high	_ZN2Tz8MenuUtil10SprtSetNumEPN2dk6SpriteEi	Tz::MenuUtil::SprtSetNum(dk::Sprite*, int)	Tz__MenuUtil__SprtSetNum	dk::Sprite * ptr, int num	
0028dae0	00376ae8	seed	_ZN2Tz8MenuUtil10LayFadeOutEPNS_6LayoutEi	Tz::MenuUtil::LayFadeOut(Tz::Layout*, int)	Tz__MenuUtil__LayFadeOut	Tz::Layout * lay, int fout	
0028db48	00376b54	high	_ZN2Tz8MenuUtil10SprtIsLoopEPN2dk6SpriteE	Tz::MenuUtil::SprtIsLoop(dk::Sprite*)	Tz__MenuUtil__SprtIsLoop	dk::Sprite * ptr	bool rtn
0028dbf8	00376bcc	sim-high	_ZN2Tz8MenuUtil9GetLaySeqEPNS_6LayoutEPKsS4_	Tz::MenuUtil::GetLaySeq(Tz::Layout*, short const*, short const*)	Tz__MenuUtil__GetLaySeq	Tz::Layout * lay, const short * lay_no, const short * seq_no	int i; int num; int seq; void * return_addr
0028dcc0	00376d60	high	_ZN2Tz8MenuUtil13SetSprtParentEPN2dk6SpriteES3_	Tz::MenuUtil::SetSprtParent(dk::Sprite*, dk::Sprite*)	Tz__MenuUtil__SetSprtParent	dk::Sprite * ptr, dk::Sprite * parent	
0028dd28	00376df0	seed	_ZN2Tz8MenuUtil16SetSprtParentSeqEPN2dk6SpriteEPN2YI8SEQUENCEE	Tz::MenuUtil::SetSprtParentSeq(dk::Sprite*, YI::SEQUENCE*)	Tz__MenuUtil__SetSprtParentSeq	dk::Sprite * ptr, YI::SEQUENCE * parent	
0028dd90	00376e94	sim-sandwich	_ZN2Tz8MenuUtil12GetAlignTypeEi	Tz::MenuUtil::GetAlignType(int)	Tz__MenuUtil__GetAlignType	int type	int align
0028ddd8	00376f7c	seed	_ZN2Tz8MenuUtil11GetFontTypeEi	Tz::MenuUtil::GetFontType(int)	Tz__MenuUtil__GetFontType	int type	int wk
0028de08	00376fdc	high	_ZN2Tz8MenuUtil15MakeQuestionStrEiPci	Tz::MenuUtil::MakeQuestionStr(int, char*, int)	Tz__MenuUtil__MakeQuestionStr	int num, char * buff, int max	int i; int size; int len; char[32] wk; char * p; void * return_addr
0028def0	0037712c	sim-high	_ZN2Tz8MenuUtil15MakeQuestionStrEPci	Tz::MenuUtil::MakeQuestionStr(char*, int)	Tz__MenuUtil__MakeQuestionStr_2	char * buff, int cnt	int i; int size; char[8] wk; char * p
0028dfe8	00378880	sim-low	_ZN2Tz8MultiSeqC1Ev	Tz::MultiSeq::MultiSeq()	Tz__MultiSeq__MultiSeq		
0028e2a8	00378ad4	sim-high	_ZN2Tz8MultiSeq6createEiPvPN2YI5IMAGEEPsii	Tz::MultiSeq::create(int, void*, YI::IMAGE*, short*, int, int)	Tz__MultiSeq__create	int prio, void * sqd, YI::IMAGE * image, short * num, int cnt, int group	int i
0028e350	003788a8	sim-high	_ZN2Tz8MultiSeqD1Ev	Tz::MultiSeq::~MultiSeq()			
0028e3b8	00378708	seed	_ZN2Tz8MultiSeq7InitSqdEiPvPN2YI5IMAGEEi	Tz::MultiSeq::InitSqd(int, void*, YI::IMAGE*, int)	Tz__MultiSeq__InitSqd	int idx, void * sqd, YI::IMAGE * image, int num	void * return_addr; void * return_addr
0028e438	00377bd0	sim-med	_ZN2Tz8MultiSeq6setNumEiii	Tz::MultiSeq::setNum(int, int, int)	Tz__MultiSeq__setNum	int idx, int num, int next	void * return_addr; void * return_addr
0028e560	00378ea0	sim-low	_ZN2Tz8MultiSeq11setMultiNumEPsii	Tz::MultiSeq::setMultiNum(short*, int, int)	Tz__MultiSeq__setMultiNum	short * num, int cnt, int next	int i; void * return_addr; void * return_addr
0028e5e0	00379008	sim-sib-med	_ZN2Tz8MultiSeq15setMultiNextNumEPsi	Tz::MultiSeq::setMultiNextNum(short*, int)	Tz__MultiSeq__setMultiNextNum	short * num, int cnt	int i; void * return_addr; void * return_addr
0028e710	003784c8	sim-low	_ZN2Tz8MultiSeq9setParentEPN2dk6SpriteE	Tz::MultiSeq::setParent(dk::Sprite*)	Tz__MultiSeq__setParent	dk::Sprite * parent	void * return_addr
0028e870	00379164	sim-low	_ZN2Tz8MultiSeq12setOffsetPosEii	Tz::MultiSeq::setOffsetPos(int, int)	Tz__MultiSeq__setOffsetPos	int x, int y	void * return_addr
0028eab8	00379388	high	_ZN2Tz8MultiSeq18setParamXYToOffsetEPN2dk6SpriteE	Tz::MultiSeq::setParamXYToOffset(dk::Sprite*)	Tz__MultiSeq__setParamXYToOffset	dk::Sprite * sprt	
0028ebf0	003784c0	seed	_ZN2Tz8MultiSeq9setExModeEi	Tz::MultiSeq::setExMode(int)	Tz__MultiSeq__setExMode	int mode	
0028ebf8	00377d60	med	_ZN2Tz8MultiSeq6updateEv	Tz::MultiSeq::update()	Tz__MultiSeq__update		int i
0028edf0	00378030	sim-high	_ZN2Tz8MultiSeq4drawEv	Tz::MultiSeq::draw()	Tz__MultiSeq__draw		int i; int x; int y; int ex; int gx; int gy; int posx; int posx2; int posy; int posy2; float r; float g; float b; float a; u_int seqColor
0028f280	0037e2b8	high	_ZN2Tz7SelHist4InitEiiPNS_6LayoutEPKsS4_	Tz::SelHist::Init(int, int, Tz::Layout*, short const*, short const*)	Tz__SelHist__Init	int i_unit, int s_unit, Tz::Layout * lay, const short * seq, const short * light	int i; void * return_addr
0028f3e8	0037e4dc	high	_ZN2Tz7SelHist4ExitEv	Tz::SelHist::Exit()	Tz__SelHist__Exit		
0028f4a0	0037e618	sim-low	_ZN2Tz7SelHist11SetSeqList2EPKs	Tz::SelHist::SetSeqList2(short const*)	Tz__SelHist__SetSeqList2	const short * seq	void * return_addr; int i
0028f4d8	0037e8f8	med	_ZN2Tz7SelHist6CreateEiib	Tz::SelHist::Create(int, int, bool)	Tz__SelHist__Create	int num, int msg, bool seq2	int ex; short * seq_tbl; dk::SpriteMessage * mess; void * sqd; YI::IMAGE * img; int pri; void * return_addr; void * return_addr
0028f6f0	0037ebec	high	_ZN2Tz7SelHist7FadeOutEi	Tz::SelHist::FadeOut(int)	Tz__SelHist__FadeOut	int num	const short * seq_tbl; void * return_addr
0028f7a0	0037ed5c	seed	_ZN2Tz7SelHist10FadeOutAllEv	Tz::SelHist::FadeOutAll()	Tz__SelHist__FadeOutAll		int i
0028f7e8	0037edac	high	_ZN2Tz7SelHist5LeaveEi	Tz::SelHist::Leave(int)	Tz__SelHist__Leave	int num	void * return_addr
0028f878	0037eed0	high	_ZN2Tz7SelHist8LeaveAllEv	Tz::SelHist::LeaveAll()	Tz__SelHist__LeaveAll		int i
0028f930	0037efe0	sim-med	_ZN2Tz7SelHist7isExistEi	Tz::SelHist::isExist(int)	Tz__SelHist__isExist	int num	int i; bool rtn; void * return_addr
0028fa98	003119f4	seed	_ZN2Tz5CmTop12LeaveListAllEv	Tz::CmTop::LeaveListAll()	Tz__CmTop__LeaveListAll		
0028fb28	0037e79c	seed	_ZN2Tz7SelHist8SetMsgIdEii	Tz::SelHist::SetMsgId(int, int)	Tz__SelHist__SetMsgId	int num, int msg_id	void * return_addr
0028fb68	0037e6cc	seed	_ZN2Tz7SelHist6SetMsgEiPKN2YS7MESSAGEE	Tz::SelHist::SetMsg(int, YS::MESSAGE const*)	Tz__SelHist__SetMsg	int num, const YS::MESSAGE * msg	void * return_addr
0028fc78	0037a310	sim-med	_ZN2Tz9MunnyDrawC1EiiPKs	Tz::MunnyDraw::MunnyDraw(int, int, short const*)	Tz__MunnyDraw__MunnyDraw	int dummy, int munny, const short * parent_seq	int i
0028fd68	0037a56c	sim-sib-med	_ZN2Tz9MunnyDraw5LeaveEv	Tz::MunnyDraw::Leave()	Tz__MunnyDraw__Leave		
0028fdd0	0037a614	sim-sib-med	_ZN2Tz9MunnyDrawD1Ev	Tz::MunnyDraw::~MunnyDraw()			
0028fe38	0037a798	sim-med	_ZN2Tz9MunnyDraw6CreateEiPvPN2YI5IMAGEEi	Tz::MunnyDraw::Create(int, void*, YI::IMAGE*, int)	Tz__MunnyDraw__Create	int prio, void * sqd, YI::IMAGE * image, int group	int i; short[6] num_tbl; void * return_addr
0028ff00	0037a728	seed	_ZN2Tz9MunnyDraw6UpdateEv	Tz::MunnyDraw::Update()	Tz__MunnyDraw__Update		
00290198	00386d08	sim-med	_ZN2Tz8TimeDrawC1EiiiPKs	Tz::TimeDraw::TimeDraw(int, int, int, short const*)	Tz__TimeDraw__TimeDraw	int dummy, int delimiter, int time, const short * parent_seq	int i
00290368	00387158	high	_ZN2Tz8TimeDraw6CreateEiPvPN2YI5IMAGEEi	Tz::TimeDraw::Create(int, void*, YI::IMAGE*, int)	Tz__TimeDraw__Create	int prio, void * sqd, YI::IMAGE * image, int group	int i; short[9] num_tbl
00290420	00387130	seed	_ZN2Tz8TimeDraw6UpdateEv	Tz::TimeDraw::Update()	Tz__TimeDraw__Update		
00290610	0031f654	sim-med	_ZN2Tz7HelpGraC1Ev	Tz::HelpGra::HelpGra()	Tz__HelpGra__HelpGra		
00290668	0031f528	sim-med	_ZN2Tz7HelpGra6createEPvS1_i	Tz::HelpGra::create(void*, void*, int)	Tz__HelpGra__create	void * sqd, void * imd, int num	void * return_addr
00290708	0031f4bc	sim-low	_ZN2Tz7HelpGra6updateEv	Tz::HelpGra::update()	Tz__HelpGra__update		
00290720	0031f4e0	sim-low	_ZN2Tz7HelpGra4drawEv	Tz::HelpGra::draw()	Tz__HelpGra__draw		
00290738	0031f64c	sim-rerun-med	_ZN2Tz7HelpGra6SetPriEi	Tz::HelpGra::SetPri(int)	Tz__HelpGra__SetPri	int pri	
002907c0	00377634	seed	_ZN2Tz8MenuFileC1EP9ALLOCATORi	Tz::MenuFile::MenuFile(ALLOCATOR*, int)	Tz__MenuFile__MenuFile	ALLOCATOR * allocator, int num	void * return_addr
00290870	0037782c	sim-low	_ZN2Tz8MenuFileD0Ev	Tz::MenuFile::~MenuFile()			
002908f0	00377744	sim-low	_ZN2Tz8MenuFileD1Ev	Tz::MenuFile::~MenuFile()			
00290940	00377864	high	_ZNK2Tz8MenuFile14getFileAddressEv	Tz::MenuFile::getFileAddress() const	Tz__MenuFile__getFileAddress		
00290960	003779f0	sim-sib-med	_ZN2Tz8MenuFile9buildDataEPvi	Tz::MenuFile::buildData(void*, int)	Tz__MenuFile__buildData	void * address, int type	int i; void * return_addr; void * return_addr
00290a10	00377b70	high	_ZN2Tz8MenuFile5allocEPKci	Tz::MenuFile::alloc(char const*, int)	Tz__MenuFile__alloc	const char * name, int type	void * address
00290a60	00377584	high	_ZN2Tz8MenuFile4freeEv	Tz::MenuFile::free()	Tz__MenuFile__free		void * return_addr
00290cf0	0032610c	seed	_ZN2Tz8ItemStat4InitEPNS_6LayoutEiiiPKsS4_	Tz::ItemStat::Init(Tz::Layout*, int, int, int, short const*, short const*)	Tz__ItemStat__Init	Tz::Layout * lay, int s_unit, int i_unit, int pri, const short * seq, const short * color	int i; void * return_addr; void * return_addr; void * return_addr
00290d68	00323df8	high	_ZN2Tz8ItemStat9CreateSeqEPN2dk6SpriteE	Tz::ItemStat::CreateSeq(dk::Sprite*)	Tz__ItemStat__CreateSeq	dk::Sprite * parent	int i; int num; int pri; int param_x; int param_y; dk::SpriteMessage * mess; void * return_addr
00290f78	0032412c	seed	_ZN2Tz8ItemStat8ClearSeqEv	Tz::ItemStat::ClearSeq()	Tz__ItemStat__ClearSeq		int i; int num; dk::SpriteMessage * mess
00291068	00324ec4	seed	_ZN2Tz8ItemStat13UpdateNowStatEiiiii	Tz::ItemStat::UpdateNowStat(int, int, int, int, int)	Tz__ItemStat__UpdateNowStat	int type, int item, int part, int form, int stat	YS::SHEET * sheet; int i; int num; int x; int y; int cnt; int idx; int cr; int ex; int param_x; int param_y; int wk; dk::SpriteMessage * mess; void * return_addr
00291110	00326468	med	_ZN2Tz8ItemStat11CreateEquipEiiiPN2dk6SpriteEii	Tz::ItemStat::CreateEquip(int, int, int, dk::Sprite*, int, int)	Tz__ItemStat__CreateEquip	int type, int old_item, int new_item, dk::Sprite * parent, int part, int form	int stat; void * return_addr
002911f8	003265d8	sim-low	_ZN2Tz8ItemStat7isExistEv	Tz::ItemStat::isExist()	Tz__ItemStat__isExist		int i; bool stat
00291358	00326780	seed	_ZN2Tz8ItemStat5ClearEv	Tz::ItemStat::Clear()	Tz__ItemStat__Clear		
00291380	00324260	med	_ZN2Tz8ItemStat10CheckParamEi	Tz::ItemStat::CheckParam(int)	Tz__ItemStat__CheckParam	int item	const YS::ITEM_PARAM * param; const YS::ITEM_TABLE * tbl; int stat
00291510	00324460	high	_ZN2Tz8ItemStat6UpdateEiii	Tz::ItemStat::Update(int, int, int)	Tz__ItemStat__Update	int type, int item, int stat	const YS::ITEM_TABLE * tbl; const YS::ITEM_PARAM * param; dk::SpriteMessage * mess; int i; int num; int cnt; int cr; int wk; int param_x; int param_y; int x; int y; int idx; dk::Sprite * parent; int base_x; int base_y
00291918	003249b4	high	_ZN2Tz8ItemStat13UpdateNewItemEiiii	Tz::ItemStat::UpdateNewItem(int, int, int, int)	Tz__ItemStat__UpdateNewItem	int type, int old_item, int new_item, int stat	const YS::ITEM_PARAM * old_param; const YS::ITEM_PARAM * new_param; dk::SpriteMessage * mess; dk::SpriteMessage * parent; int i; int num; int cnt; int x; int y; int idx; int o_num; int n_num; void * return_addr
00291de0	003258f4	sim-high	_ZN2Tz8ItemStat14UpdateNextStatEiiiiii	Tz::ItemStat::UpdateNextStat(int, int, int, int, int, int)	Tz__ItemStat__UpdateNextStat	int type, int old_item, int new_item, int part, int form, int stat	YS::SHEET * sheet; int i; int num; int x; int y; int cnt; int idx; int wk; int comp; dk::SpriteMessage * mess; dk::SpriteMessage * parent; void * return_addr; void * return_addr
