ee_addr	ppc_addr	size	class	cov_fuzzy	status	fuzzy	err	notes	constraints
002d25f0	006447f0	112	loop	99.46	near	36.39		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;arity-pad:func_001cb0a8;globals:3ppc/0ps2;unmapped-global:__LNst__ZN2Ti9MGOarashi13task_pre_execEP4TASK_0;gdims:__LNst__ZN2Ti9MGOarashi6endianEPN2YS6BINARCE_0;unmapped-global:__LNst__ZN2Ti9MGOarashi6endianEPN2YS6BINARCE_0;gdims:LS_97_LV_13;unmapped-global:LS_97_LV_13	
002d2870	00645bcc	132	float	69.56	near	56.27		stack-locals:1;synth-fields:2;unmapped-call:operator_;dropped:operator_x0;this-pad:func_002d5c40;this-pad:func_002d3fa8	Ti::MiniGame|view_frustum_|10|30|10;Ti::MiniGame|view_frustum_|10|38|18;Ti::MiniGame|view_frustum_|10|40|28
002d28f8	00645c68	80	straight	81.24	near	5.55		stack-locals:1;globals:0ppc/1ps2	Ti::MGOarashi|camera_offset_|80|80|10
002d2a90	00648704	188	branchy	93.09	near	62.5		stack-locals:1;unmapped-call:operator_;dropped:operator_x0;this-pad:func_0016abf8;this-pad:func_001dc5f8;this-pad:func_0016bda8	Ti::MGOarashiGimObj|reserve_fall_prize_|b84|c48|b6c
002d3128	00647ef8	132	float	78.32	near	53.0		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002d1878;gvote:current_->00361f60;globals:4ppc/1ps2;unmapped-global:__LNst__ZN2Ti15MGOarashiGimObj15_OVR_initializeEv_1;gdims:__LNst__ZN2Ti15MGOarashiGimObj15_OVR_initializeEv_3;unmapped-global:__LNst__ZN2Ti15MGOarashiGimObj15_OVR_initializeEv_3;gdims:LS_224_LV_22;unmapped-global:LS_224_LV_22	
002d3568	00647d28	388	float	50.69	near	31.47		stack-locals:2;simmap:AppearForPO06->001cbe30;unmapped-call:operator_;dropped:operator_x0;this-pad:func_002d38e8;globals:1ppc/3ps2	
002d36f0	00646e30	504	float	54.84	near	19.2		stack-locals:3;simmap:AppearForPO06->001cbe30;positional:operator_->002f87c0;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002d38e8;this-pad:func_002d1878;gvote:current_->00361f60;gdims:__LNst__ZN2Ti15MGOarashiGimObj15_OVR_initializeEv_3;gdims:LS_135_LV_11	
002d49c0	0064a664	112	float	58.18	near	40.5		positional:__ZN2Ti8MGPlayerC2EPKN2YS8OBJENTRYEPNS1_3PADERKN2kn7FVectorEf->002d0ea8;globals:0ppc/2ps2;fix-assign-cast;fix-assign-cast	
002d54a8	0064a0d8	208	float	70.97	near	63.42		this-pad:func_00178d28;this-pad:func_0017f488;this-pad:func_0017f5e0;globals:0ppc/1ps2	
002d5748	0064a478	328	branchy	93.41	near	71.62		unmapped-call:operator_;dropped:ErrorPrintfx1;dropped:operator_x0;dropped:ErrorRaisex1;this-pad:func_002d6518;this-pad:func_001dc920;this-pad:func_0016abf8;this-pad:func_001dc5f8;this-pad:func_0016bda8;this-pad:func_002d4868;arity-pad:func_002d5af0;gvote:current_->00361f60;globals:3ppc/1ps2;gdims:__LNst__ZN2Ti15MGOarashiPlayer15_OVR_initializeEv_3;unmapped-global:__LNst__ZN2Ti15MGOarashiPlayer15_OVR_initializeEv_3;gdims:LS_198_LV_21;unmapped-global:LS_198_LV_21;fix-assign-cast;fix-assign-cast	
002d5bd8	006f19b8	68	branchy	67.06	compile	0.0	002d5bd8.cpp:2854: `VTABLE' was	simmap:_OVR_is_star->00179b68;this-pad:func_00179b68	
002d5dd0	0064be60	60	straight	81.87	near	34.18		positional:__ZN2Ti5MGObjC2EPKN2YS8OBJENTRYEjRKN2kn7FVectorEf->002e7328;positional:IntervalVoice->002cff98;this-pad:func_002cff98;globals:0ppc/1ps2	
002d60e8	0064b4c8	212	float	81.15	near	37.22		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002d1878;gvote:current_->00361f60;gvote:LS_115_LV_8->00375b20;globals:5ppc/2ps2;unmapped-global:speed;unmapped-global:__LNst__ZN2Ti11MGOarashiPo18get_separate_speedEv_1;gdims:__LNst__ZN2Ti11MGOarashiPo18get_separate_speedEv_3;unmapped-global:__LNst__ZN2Ti11MGOarashiPo18get_separate_speedEv_3;gdims:LS_115_LV_8	
002d6518	0064bed8	228	float	99.65	near	85.49		arity-pad:func_0017f540;arity-pad:func_001c0d38;arity-pad:func_002d1878;arity-pad:func_002e7340;gvote:current_->00361f60;gvote:0x8079b6->00362380;gvote:0x8079b8->00362388;globals:3ppc/4ps2;fix-arg:func_002e7340:4;variant:no_thispad	
002d6a00	006f2148	156	float	58.95	compile	0.0	002d6a00.cpp:2915: `VTABLE' was	stack-locals:1;this-pad:func_002d00a0;this-pad:func_0016bd60;this-pad:func_001c0d38;this-pad:func_0016b070;this-pad:func_0016ace0;globals:0ppc/1ps2	
002d6d10	0063235c	116	float	95.00	compile	0.0	002d6d10.cpp:2249: syntax error	simmap:obj_calc_inertia->002d2740;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002d1878;this-pad:func_002d2740;gvote:current_->00361f60;globals:4ppc/1ps2;unmapped-global:__LNst__ZN2Ti17ACTION_PO_OARASHI13calc_movementEPN2YS3OBJE_1;gdims:__LNst__ZN2Ti17ACTION_PO_OARASHI13calc_movementEPN2YS3OBJE_3;unmapped-global:__LNst__ZN2Ti17ACTION_PO_OARASHI13calc_movementEPN2YS3OBJE_3;gdims:LS_51_LV_7;unmapped-global:LS_51_LV_7	
002d7128	00636fa0	436	float	89.92	near	49.92		synth-fields:4;simmap:Afp->002e6fc0;simmap:create_task->002cedd0;positional:__ZN2Ti8MiniGameC2ENS0_6MGTypeEii->002ce958;positional:MapPathOpt->002e34b8;positional:unit->002e34c0;positional:check_local_set->002e34c8;positional:set->002d7630;unmapped-call:get_course_count;dropped:get_course_countx1;dropped:ErrorPrintfx5;dropped:_printfx6;dropped:ErrorRaisex5;this-pad:func_002e34b8;this-pad:func_002e34c0;this-pad:func_002ceae8;this-pad:func_00168b38;this-pad:func_002d7630;this-pad:func_002e6fc0;arity-pad:func_002d74c8;this-pad:func_002e34d8;globals:12ppc/4ps2;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_2;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;gdims:LS_104_LV_16;unmapped-global:LS_104_LV_16;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_4;unmapped-global:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_4;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_5;unmapped-global:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_5;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_6;unmapped-global:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_6;gdims:__LNst__ZN2Ti12MGHachimitsuC1Eiii_1;unmapped-global:__LNst__ZN2Ti12MGHachimitsuC1Eiii_1;gdims:__LNst__ZN2Ti12MGHachimitsuC1Eiii_2;unmapped-global:__LNst__ZN2Ti12MGHachimitsuC1Eiii_2;gdims:__LNst__ZN2Ti12MGHachimitsuC1Eiii_3;unmapped-global:__LNst__ZN2Ti12MGHachimitsuC1Eiii_3;gdims:__LNst__ZN2Ti12MGHachimitsuC1Eiii_4;unmapped-global:__LNst__ZN2Ti12MGHachimitsuC1Eiii_4;fix-assign-cast;fix-hdmember:Ti_MGHachimitsu.get_prize_counter_	
002d7338	006375b4	88	branchy	88.18	near	88.18		simmap:_Afp->002e70b0;simmap:__ZN2Ti8MiniGameD2Ev->002cea28;this-pad:func_002e70b0	
002d74c8	00636c48	356	float	96.37	near	0.0		this-pad:func_002e34d8;globals:0ppc/1ps2	
002d7698	00637ef8	528	float	60.10	near	0.0		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002e34d8;this-pad:func_002daa00;this-pad:func_0014aa80;this-pad:func_0014aa58;gvote:LS_131_LV_34->00375b7c;globals:3ppc/1ps2;unmapped-global:__LNst__ZN2Ti12MGHachimitsu11run_commandEv_0;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;unmapped-global:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;gdims:LS_131_LV_34	
002d84a8	006381d0	452	float	66.99	near	0.0		stack-locals:1;synth-fields:1;this-pad:func_002cf248;arity-pad:func_002d7698;this-pad:func_002da8f0;this-pad:func_002da958;this-pad:func_002e7108;arity-pad:func_002e71a0;arity-pad:func_002d7af0;gvote:Player->0034e948;globals:2ppc/3ps2	Ti::MGHachimitsu|pre_player_center_matrix_|150|150|58;Ti::MGHachimitsu|player_center_matrix_|110|138|48;Ti::MGHachimitsu|pre_player_center_matrix_|150|150|58
002d8670	00638620	332	float	67.11	compile	0.0	002d8670.cpp:2367: redeclaration	stack-locals:1;synth-fields:4;dropped:ErrorPrintfx1;dropped:StatusPrintfx4;dropped:ErrorRaisex1;arity-pad:func_002d94b8;arity-pad:func_002d74c8;globals:3ppc/2ps2;gdims:__LNst__ZN2Ti12MGHachimitsu6configEv_0;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;unmapped-global:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;fix-hdmember:Ti_MGHachimitsu.get_prize_counter_;fix-hdmember:Ti_MGHachimitsu.get_prize_counter_;fix-hdmember:Ti_MGHachimitsu.get_prize_counter_	
002d8d40	00639d28	40	float	96.50	near	19.35		globals:0ppc/1ps2	
002d9220	006366a0	660	float	58.62	near	36.81		stack-locals:1;dropped:ErrorPrintfx2;dropped:ErrorRaisex2;arity-pad:func_001c0cd8;arity-pad:func_002dba28;arity-pad:func_001c0e60;arity-pad:func_0016b070;arity-pad:func_0016ace0;arity-pad:func_001987a8;arity-pad:func_00180378;arity-pad:func_0017f488;arity-pad:func_00194088;gvote:Player->0034e948;globals:7ppc/2ps2;unmapped-global:0x73dac0;gdims:__LNst__ZN2Ti12MGHachimitsu9play_demoEi_0;unmapped-global:__LNst__ZN2Ti12MGHachimitsu9play_demoEi_0;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;unmapped-global:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;gdims:LS_93_LV_13;unmapped-global:LS_93_LV_13;unmapped-global:__LNst__ZN2Ti12MGHachimitsu9play_demoEi_3;variant:no_thispad	Ti::MGHachimitsu|player_center_matrix_|110|128|40;Ti::MGHachimitsu|player_base_matrix_|d0|e0|10;Ti::MGHachimitsu|player_base_matrix_|d0|e8|18;Ti::MGHachimitsu|player_base_matrix_|d0|f0|20;Ti::MGHachimitsu|player_base_matrix_|d0|f8|28;Ti::MGHachimitsu|player_base_matrix_|d0|100|30;Ti::MGHachimitsu|player_center_matrix_|110|130|48
002d94b8	00638438	208	float	78.54	near	33.99		dropped:ErrorPrintfx2;dropped:ErrorRaisex2;this-pad:func_00194070;this-pad:func_001c0d38;this-pad:func_0017f540;this-pad:func_002db968;gvote:Player->0034e948;gvote:LS_138_LV_36->00375cb8;globals:4ppc/2ps2;unmapped-global:__LNst__ZN2Ti12MGHachimitsu11demo_is_endEv_0;gdims:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;unmapped-global:__LNst__ZN2Ti12MGHachimitsu6endianEPN2YS6BINARCE_0;gdims:LS_138_LV_36	
002d9788	0063af8c	132	float	84.52	near	60.39		stack-locals:1;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_001780d8;this-pad:func_00198860;this-pad:func_0016bd60;this-pad:func_0016b070;this-pad:func_0017a7d8;globals:4ppc/0ps2;unmapped-global:current_;unmapped-global:__LNst__ZN2Ti18MGHachimitsuPlayer15_OVR_initializeEv_1;gdims:__LNst__ZN2Ti18MGHachimitsuPlayer15_OVR_initializeEv_3;unmapped-global:__LNst__ZN2Ti18MGHachimitsuPlayer15_OVR_initializeEv_3;gdims:LS_90_LV_10;unmapped-global:LS_90_LV_10;static-unmapped	
002da040	0063c820	204	float	68.51	near	75.78		unmapped-call:operator_;dropped:operator_x0;this-pad:func_0017f540;this-pad:func_001c0cd8;this-pad:func_0016c028	Ti::MGHachimitsuPlayer|can_get_prize_pos_|ca0|ccd|c05;Ti::MGHachimitsuPlayer|can_get_prize_pos_|ca0|cc4|bfc;Ti::MGHachimitsuPlayer|can_get_prize_pos_|ca0|cbc|bf4;Ti::MGHachimitsuPlayer|can_get_prize_pos_|ca0|cb8|bf0;Ti::MGHachimitsuPlayer|can_get_prize_pos_|ca0|cb8|bf0
002da670	0063bf30	636	float	63.83	near	0.0		stack-locals:1;this-pad:func_001c0cd8;this-pad:func_002dbf50;this-pad:func_002d8d40;this-pad:func_002dc1b0;this-pad:func_002d8120;arity-pad:func_002da520;this-pad:func_002dc100;gvote:current_->00361f60;globals:1ppc/3ps2	Ti::MGHachimitsuPlayer|can_get_prize_pos_|ca0|cb8|bf0
002daa00	0063caa4	80	branchy	99.00	near	62.33		dropped:_printfx2;this-pad:func_0016c028;globals:2ppc/0ps2;gdims:__LNst__ZN2Ti18MGHachimitsuPlayer15_OVR_initializeEv_3;unmapped-global:__LNst__ZN2Ti18MGHachimitsuPlayer15_OVR_initializeEv_3;gdims:__LNst__ZN2Ti18MGHachimitsuPlayer13player_pod_seEi_1;unmapped-global:__LNst__ZN2Ti18MGHachimitsuPlayer13player_pod_seEi_1	Ti::MGHachimitsuPlayer|can_get_prize_pos_|ca0|cbc|bf4
002dae38	0065e768	176	float	65.06	near	39.16		this-pad:func_001c0d38;this-pad:func_002cf2b0;this-pad:func_0016ace0;this-pad:func_0016b070;gvote:Player->0034e948;globals:2ppc/4ps2	
002db858	0063d6cc	76	straight	75.79	near	31.76		synth-fields:1;positional:__ZN2Ti5MGObjC2EPKN2YS8OBJENTRYEjRKN2kn7FVectorEf->002cfeb0;positional:unit->002e7308;unmapped-call:IntervalVoice;dropped:IntervalVoicex1;this-pad:func_002e7308;globals:0ppc/1ps2	
002db968	0065d460	188	float	38.36	near	14.1		stack-locals:1;dropped:ErrorPrintfx2;dropped:ErrorRaisex2;gdims:__LNst__ZN2Ti3Afp17calc_local_matrixEhh_3;gdims:LS_51_LV_14	
002dba40	0063d37c	148	float	63.70	near	39.9		stack-locals:1;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002d00a0;this-pad:func_0016bd60;this-pad:func_0016b070;arity-pad:func_002db968;gvote:voice_table_d->003628f0;globals:5ppc/1ps2;gdims:voice_table_d;unmapped-global:current_;unmapped-global:__LNst__ZN2Ti14MGHachimitsuPo19play_interval_voiceEb_1;gdims:__LNst__ZN2Ti14MGHachimitsuPo19play_interval_voiceEb_3;unmapped-global:__LNst__ZN2Ti14MGHachimitsuPo19play_interval_voiceEb_3;gdims:LS_100_LV_6;unmapped-global:LS_100_LV_6;static-unmapped	
002dbb88	0063d580	280	float	76.54	near	46.7		stack-locals:1;synth-fields:3;positional:config->002d73f0;this-pad:func_00198690;this-pad:func_001c0cd8;this-pad:func_0016b070;this-pad:func_0016ace0;this-pad:func_002d8d68;this-pad:func_002d73f0;gvote:current_->00361f60;globals:1ppc/2ps2	
002dc140	0063da40	108	branchy	47.59	near	6.81			
002dc4e0	0063e9c0	548	float	92.81	compile	0.0	002dc4e0.cpp: In function `void;    e3_002dc4e0(Ti_MGJump*, int, int)':; 002dc4e0.cpp:3441: warning: invalid;    conversion from `Ti_MGJump*' to `unsigned int'; 002dc4e0.cpp:3463: warning: invalid;   	synth-fields:3;simmap:Cord->002e4a08;simmap:Tim2->002e5f70;simmap:init->002e5fb8;simmap:create_task->002cedd0;positional:__ZN2Ti8MiniGameC2ENS0_6MGTypeEii->002ce958;dropped:ErrorPrintfx7;dropped:ErrorRaisex7;this-pad:func_002e4a08;this-pad:func_002e5f70;arity-pad:func_00144450;this-pad:func_002ceae8;this-pad:func_00168b38;arity-pad:func_002dc850;this-pad:func_0016bd60;globals:7ppc/6ps2;gdims:__LNst__ZN2Ti6MGJumpC1Eii_0;gdims:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_0;gdims:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_2;gdims:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_4;unmapped-global:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_4;fix-arity:func_00144450;fix-assign-cast	
002dc708	0063ef1c	60	straight	81.87	near	81.8		simmap:__ZN2Ti8MiniGameD2Ev->002cea28;positional:_Cord->002e4a90;this-pad:func_002e4a90	
002dc850	0063e70c	312	float	57.91	near	26.38		stack-locals:1;dropped:ErrorPrintfx3;dropped:ErrorRaisex3;this-pad:func_001444c8;this-pad:func_002e4af8;globals:5ppc/7ps2;gdims:_ZZN2dk6AabboxaSERKS0_Es_0;gdims:_ZZN2dk6AabboxaSERKS0_Es_2;gdims:_ZZN2dk6AabboxaSERKS0_Es_3;gdims:_ZZN2dk6AabboxaSERKS0_Es_4	Ti::MGJump|player_pos_|e0|e0|40;Ti::MGJump|prize_info_|74|74|6c;Ti::MGJump|appear_unit_|90|98|74;Ti::MGJump|player_pos_|e0|e0|40;Ti::MGJump|player_pos_|e0|e8|48
002dcc90	0063f400	496	float	89.54	near	39.02		dropped:ErrorPrintfx1;dropped:_printfx6;dropped:ErrorRaisex1;this-pad:func_002e33d8;this-pad:func_002e33f8;this-pad:func_002e3318;globals:6ppc/2ps2;gdims:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_0;unmapped-global:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_0;gdims:__LNst__ZN2Ti6MGJump8pre_execEv_1;unmapped-global:__LNst__ZN2Ti6MGJump8pre_execEv_1;gdims:__LNst__ZN2Ti6MGJump8pre_execEv_2;unmapped-global:__LNst__ZN2Ti6MGJump8pre_execEv_2;gdims:__LNst__ZN2Ti6MGJump8pre_execEv_3;unmapped-global:__LNst__ZN2Ti6MGJump8pre_execEv_3;fix-assign-cast;fix-assign-cast	Ti::MiniGame|view_frustum_|10|28|20;Ti::MiniGame|view_frustum_|10|30|28;Ti::MGJump|appear_unit_|90|94|88;Ti::MGJump|appear_unit_|90|9c|90;Ti::MGJump|appear_unit_|90|9c|90;Ti::MGJump|player_pos_|e0|e4|d8;Ti::MGJump|player_pos_|e0|e0|d4;Ti::MiniGame|view_frustum_|10|30|28
002dcf90	0063f920	428	float	52.42	near	37.01		synth-fields:4;dropped:ErrorPrintfx3;dropped:ErrorRaisex3;arity-pad:func_002dc7f8;this-pad:func_00106de8;this-pad:func_00106c08;this-pad:func_0016c028;this-pad:func_00107340;this-pad:func_00107330;globals:3ppc/2ps2;gdims:camera;gdims:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_0;unmapped-global:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_0;fix-assign-cast;fix-assign-cast	Ti::MiniGame|view_frustum_|10|40|60;Ti::MiniGame|view_frustum_|10|3c|5c;Ti::MiniGame|view_frustum_|10|38|58;Ti::MiniGame|view_frustum_|10|30|50;Ti::MiniGame|view_frustum_|10|40|60;Ti::MiniGame|view_frustum_|10|3c|5c;Ti::MiniGame|view_frustum_|10|38|58
002dd3a0	0063ff3c	168	branchy	76.74	near	0.0		stack-locals:1;dropped:ErrorPrintfx3;dropped:ErrorRaisex3;this-pad:func_00144d10;this-pad:func_002cf270;this-pad:func_002cf280;globals:4ppc/0ps2;gdims:_ZZN2dk6AabboxC1ERKS0_Es_0;unmapped-global:_ZZN2dk6AabboxC1ERKS0_Es_0;gdims:_ZZN2dk6AabboxC1ERKS0_Es_2;unmapped-global:_ZZN2dk6AabboxC1ERKS0_Es_2;gdims:_ZZN2dk6AabboxC1ERKS0_Es_3;unmapped-global:_ZZN2dk6AabboxC1ERKS0_Es_3;gdims:_ZZN2dk6AabboxC1ERKS0_Es_4;unmapped-global:_ZZN2dk6AabboxC1ERKS0_Es_4	Ti::MGJump|appear_unit_|90|b0|20;Ti::MGJump|appear_unit_|90|c0|30
002dd448	006402b0	92	branchy	84.00	near	0.43		stack-locals:1;globals:0ppc/1ps2	Ti::MGJump|type_|80|80|10;Ti::MGJump|type_|80|80|10
002dd530	006406ec	192	float	70.19	near	73.54		dropped:_printfx2;this-pad:func_0019c768;this-pad:func_0016a060;this-pad:func_002cf280;globals:2ppc/1ps2;gdims:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_0;gdims:__LNst__ZN2Ti6MGJump18start_special_modeEi_0;unmapped-global:__LNst__ZN2Ti6MGJump18start_special_modeEi_0;drop:Ti::MGJump.prize_info_@0x74	Ti::MGJump|appear_unit_|90|98|8c;Ti::MGJump|appear_unit_|90|9c|90;Ti::MGJump|player_pos_|e0|e0|d4;Ti::MGJump|appear_unit_|90|b4|90;Ti::MGJump|player_pos_|e0|e4|d8
002dd650	006409c0	124	loop	89.03	near	41.09		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;globals:3ppc/0ps2;unmapped-global:__LNst__ZN2Ti6MGJump14get_prize_dataEv_0;gdims:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_0;unmapped-global:__LNst__ZN2Ti6MGJump6endianEPN2YS6BINARCE_0;gdims:LS_159_LV_18;unmapped-global:LS_159_LV_18	
002dd730	00642c58	96	float	66.25	near	56.32		unmapped-call:operator_;dropped:ErrorPrintfx1;dropped:operator_x0;dropped:ErrorRaisex1;this-pad:func_001780d8;this-pad:func_00198860;this-pad:func_0017a7d8;globals:4ppc/1ps2;unmapped-global:__LNst__ZN2Ti12MGJumpPlayer15_OVR_initializeEv_1;gdims:__LNst__ZN2Ti12MGJumpPlayer15_OVR_initializeEv_3;unmapped-global:__LNst__ZN2Ti12MGJumpPlayer15_OVR_initializeEv_3;gdims:LS_91_LV_3;unmapped-global:LS_91_LV_3	
002dd790	006f01ac	60	branchy	66.35	compile	0.0	002dd790.cpp:2861: `VTABLE' was	unmapped-call:operator_;dropped:operator_x0;this-pad:func_002d10a0	
002dd7d0	00642d48	404	float	81.88	near	31.95		stack-locals:1;positional:ErrorPrintf->002dc808;positional:ErrorRaise->00183768;positional:get_player_speed->002f8870;positional:set_movement->002f8870;this-pad:func_001788b8;arity-pad:func_002f8870;this-pad:func_002dc7c8;gvote:current_->00361f60;globals:4ppc/5ps2;fix-arity:func_002f8870;variant:no_dims	
002dda88	00641da8	164	float	68.73	near	26.14		synth-fields:5;positional:__ZN2Ti5MGObjC2EPKN2YS8OBJENTRYEjRKN2kn7FVectorEf->002cfeb0;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;gvote:LS_224_LV_14->00375dec;globals:3ppc/2ps2;gdims:__LNst__ZN2Ti12MGJumpGimObj9_OVR_execEv_3;unmapped-global:__LNst__ZN2Ti12MGJumpGimObj9_OVR_execEv_3;gdims:LS_224_LV_14	
002ddbb8	00641f6c	32	branchy	92.50	near	0.0		;fix-assign-cast	
002de500	00642070	404	float	66.85	near	33.76		unmapped-call:operator_;dropped:operator_x0;this-pad:func_002dc7c8;this-pad:func_002dd650;gvote:current_->00361f60;globals:3ppc/4ps2	
002de698	00641f94	80	float	83.40	near	66.68		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002cf280;this-pad:func_002dc7c8;gvote:current_->00361f60;globals:3ppc/1ps2;unmapped-global:__LNst__ZN2Ti12MGJumpGimObj9_OVR_execEv_1;gdims:__LNst__ZN2Ti12MGJumpGimObj9_OVR_execEv_3;unmapped-global:__LNst__ZN2Ti12MGJumpGimObj9_OVR_execEv_3	
002de8e8	006ef97c	128	float	52.66	compile	0.0	002de8e8.cpp:2105: `VTABLE' was	stack-locals:1;this-pad:func_00198690;this-pad:func_001c0cd8;this-pad:func_0016b070;this-pad:func_0016ace0;globals:0ppc/1ps2	
002deb18	0062ef38	132	float	45.85	near	27.98		stack-locals:1;positional:ErrorPrintf->002df160;positional:ErrorRaise->002df1a0;this-pad:func_0016c028;this-pad:func_0016ace0;globals:3ppc/2ps2;gdims:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3;unmapped-global:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3;static-unmapped	
002deba0	0062e408	448	float	78.14	near	0.0		stack-locals:1;simmap:get_move_range->002dd2d8;positional:vrandf->00106558;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002dd2d8;this-pad:func_0016c028;gvote:current_->00361f60;gvote:Player->0034e948;globals:6ppc/4ps2;gdims:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3;unmapped-global:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3;gdims:LS_90_LV_12;unmapped-global:LS_90_LV_12	
002df040	0062f064	144	float	32.11	near	14.94		stack-locals:1;positional:exec_jump->002deda8;this-pad:func_0016aef0;this-pad:func_0016c028;this-pad:func_0016ace0;arity-pad:func_002deda8;globals:0ppc/1ps2	
002df7d8	0062fe40	144	float	91.44	compile	0.0	002df7d8.cpp:2608: syntax error	positional:decide_way->002def70;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_0017f488;this-pad:func_0017f5e0;this-pad:func_002dc7c8;this-pad:func_002def70;gvote:current_->00361f60;globals:3ppc/1ps2;unmapped-global:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_1;gdims:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3;unmapped-global:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3	
002dfba8	00631538	264	float	78.56	near	57.69		positional:start->002deb18;unmapped-call:operator_;dropped:ErrorPrintfx1;dropped:operator_x0;dropped:ErrorRaisex1;this-pad:func_002dd250;this-pad:func_002deb18;this-pad:func_0016c028;this-pad:func_002dc7c8;gvote:current_->00361f60;gdims:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3	Ti::ACTION_PO_JUMP_PLAYER|jump_gravity_|58|58|18
002dfe38	006303e8	296	float	91.89	near	52.78		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002de698;this-pad:func_0017f488;this-pad:func_002ddbb8;gdims:_ZZN2YS8TOSTDOBJEPvEs_0;gdims:_ZZN2YS8TOSTDOBJEPvEs_2	
002dff60	00630068	720	float	68.80	near	42.56		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002ddbb8;this-pad:func_002dd2b0;this-pad:func_002de738;this-pad:func_002dd530;this-pad:func_002de6e8;this-pad:func_002dd250;this-pad:func_002e0870;this-pad:func_002de3e0;this-pad:func_002dd4a8;this-pad:func_002e0858;gvote:current_->00361f60;gvote:LS_150_LV_23->00375e8c;globals:5ppc/4ps2;gdims:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3;unmapped-global:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3;gdims:LS_150_LV_23	YS::ACTION|Flag|8|8|18
002e0698	00630b50	136	float	85.37	near	77.73		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_00180c88;this-pad:func_002dd4f8;gvote:current_->00361f60;globals:3ppc/1ps2;unmapped-global:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_1;gdims:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3;unmapped-global:__LNst__ZN2Ti14ACTION_PO_JUMP5resetEv_3	
002e0e70	006330a4	88	branchy	88.18	near	88.14		simmap:_Afp->002e70b0;simmap:__ZN2Ti8MiniGameD2Ev->002cea28;this-pad:func_002e70b0	Ti::MG_ALEscape|scroll_speed_|7c|7c|70
