ee_addr	ppc_addr	size	class	cov_fuzzy	status	fuzzy	err	notes	constraints
001b1a30	0043e980	136	float	72.39	near	25.52		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;globals:5ppc/1ps2;unmapped-global:LightBlock;unmapped-global:LightList;gdims:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE5allocEvEs_0;unmapped-global:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE5allocEvEs_0;gdims:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE5allocEvEs_2;unmapped-global:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE5allocEvEs_2;static-unmapped	
001b1ab8	0043e064	156	loop	66.74	near	32.99		dropped:ErrorPrintfx3;dropped:ErrorRaisex3;gvote:LightList->01d44100;globals:8ppc/2ps2;gdims:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE4freeEPS1_Es_0;unmapped-global:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE4freeEPS1_Es_0;gdims:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE4freeEPS1_Es_2;unmapped-global:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE4freeEPS1_Es_2;gdims:LV_3;unmapped-global:LV_3;gdims:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE4freeEPS1_Es_3;unmapped-global:_ZZN2YS11CLASS_BLOCKINS_5LIGHTELi16EE4freeEPS1_Es_3;gdims:_ZZN2YS5SLISTINS_5LIGHTELi0EE6unlinkEPS1_Es_0;unmapped-global:_ZZN2YS5SLISTINS_5LIGHTELi0EE6unlinkEPS1_Es_0;gdims:_ZZN2YS5SLISTINS_5LIGHTELi0EE6unlinkEPS1_Es_2;unmapped-global:_ZZN2YS5SLISTINS_5LIGHTELi0EE6unlinkEPS1_Es_2	
001b1ee8	004391a8	224	loop	89.86	near	51.26		stack-locals:1;synth-fields:1;positional:ReleaseImage->002fee78;unmapped-call:_sprintf;unmapped-call:CreateImage;dropped:ErrorRaisex1;dropped:ErrorPrintfx1;dropped:_sprintfx1;dropped:CreateImagex1;dropped:_printfx2;arity-pad:func_00102448;gvote:Phase->00350f18;gvote:CachePic->00350f1c;gvote:Task->01d48c44;globals:9ppc/6ps2;gdims:__LNst__ZN2YS7ITEMPIC15ReadImageThreadEP4TASK_0;gdims:__LNst__ZN2YS7ITEMPIC15ReadImageThreadEP4TASK_2;gdims:__LNst__ZN2YS7ITEMPIC15ReadImageThreadEP4TASK_4;unmapped-global:__LNst__ZN2YS7ITEMPIC15ReadImageThreadEP4TASK_4;unmapped-global:LS_22_LV_0;gdims:__LNst__ZN2YS7ITEMPIC15ReadImageThreadEP4TASK_6;unmapped-global:__LNst__ZN2YS7ITEMPIC15ReadImageThreadEP4TASK_6	
001b2170	004020d0	156	float	82.41	near	36.7		stack-locals:1;unmapped-call:operator_;dropped:operator_x0;arity-pad:func_00184540;fix-arg:func_00184540:1;variant:no_thispad	
001b2780	004c86e8	64	straight	83.75	near	35.56		this-pad:func_0017c4c8;this-pad:func_0016bd60	YS::ACTION|Flag|8|8|18
001b27f0	004c8778	112	float	52.23	near	67.25		stack-locals:1;simmap:prepare_flyjump->001b6dd0;this-pad:func_0017c030;this-pad:func_001b6dd0;this-pad:func_0017f488;fix-arg:func_001b6dd0:2	
001b2c48	004c97f0	176	float	86.00	near	37.4		simmap:CheckLand->001b2d10;positional:calc_movement->0017c870;unmapped-call:operator_;dropped:operator_x0;dropped:StatusPrintfx1;arity-pad:func_0017c870;globals:0ppc/2ps2	
001b2f38	004726f8	224	loop	87.36	near	42.0		dropped:ErrorPrintfx2;dropped:ErrorRaisex2;this-pad:func_00165870;gvote:OccGroup->01d48c90;globals:5ppc/1ps2;gdims:__LNst__ZN2YS6OBJOCC4initEPvb_1;unmapped-global:__LNst__ZN2YS6OBJOCC4initEPvb_1;gdims:__LNst__ZN2YS6OBJOCC4initEPvb_3;unmapped-global:__LNst__ZN2YS6OBJOCC4initEPvb_3;gdims:LS_40_LV_3;unmapped-global:LS_40_LV_3;gdims:__LNst__ZN2YS6OBJOCC4initEPvb_4;unmapped-global:__LNst__ZN2YS6OBJOCC4initEPvb_4;fix-assign-cast;fix-assign-cast	YS::OBJOCC|Data|0|0|c
001b3118	004728e0	236	loop	59.20	near	57.85		synth-fields:3;this-pad:func_0016b0e0;this-pad:func_00165830;fix-arg:func_00165830:2	
001b3208	004729e0	100	loop	83.85	near	25.97		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;globals:2ppc/0ps2;gdims:__LNst__ZN2YS6OBJOCC7disableEi_0;unmapped-global:__LNst__ZN2YS6OBJOCC7disableEi_0;gdims:__LNst__ZN2YS6OBJOCC4initEPvb_3;unmapped-global:__LNst__ZN2YS6OBJOCC4initEPvb_3;fix-assign-cast;fix-assign-cast	
001b3330	00472c40	88	loop	90.91	near	34.23			
001b3388	00472cc8	160	loop	76.10	near	68.95		;fix-assign-cast;fix-assign-cast;fix-assign-cast	
001b3d00	0047b310	388	branchy	90.49	near	79.45		stack-locals:1;synth-fields:3;this-pad:func_0018cdd0;arity-pad:func_001b3e88;this-pad:func_0019ba60;this-pad:func_00186d48;this-pad:func_001883f8;this-pad:func_0016cce8;this-pad:func_00186148	YS::OBJ|Matrix|40|a0|20;YS::OBJ|Matrix|40|a8|28;YS::OBJ|ModelEffect|7b8|8d8|7f8;YS::OBJ|ModelEffect|7b8|8d8|7f8;YS::OBJ|Matrix|40|90|10;YS::OBJ|Matrix|40|90|10;YS::OBJ|ModelEffect|7b8|8d8|7f8;YS::OBJ|Dir|550|668|588;YS::OBJ|RecomFlagScript|414|528|484;YS::OBJ|RecomFlagScript|414|528|484;YS::OBJ|Matrix|40|90|10;YS::OBJ|Matrix|40|98|18;YS::OBJ|Matrix|40|a0|20;YS::OBJ|Matrix|40|a8|28
001b3e88	0047b1bc	252	branchy	85.24	near	14.41		synth-fields:1;this-pad:func_0016c028;this-pad:func_00198580;this-pad:func_001dc5f8	YS::OBJ|ModelEffect|7b8|8dc|7fc;YS::OBJ|ModelEffect|7b8|8dc|7fc
001b4198	0047aebc	360	float	90.01	near	85.65		arity-pad:func_00177860;this-pad:func_0019ba60;gvote:Player->0034e948;gvote:System->00352130	
001b4430	004408e0	384	float	68.21	near	40.04		stack-locals:1;synth-fields:1;dropped:ErrorPrintfx2;dropped:ErrorRaisex2;this-pad:func_0016cce8;this-pad:func_001b45b0;this-pad:func_00320400;this-pad:func_00179a68;this-pad:func_00187650;this-pad:func_00176d68;arity-pad:func_0019ba60;this-pad:func_001b5250;gvote:Limit->01d48cb0;globals:4ppc/2ps2;gdims:__LNst__ZN2YS5LIMIT5StartEiPNS_6PLAYERE_1;gdims:__LNst__ZN2YS5LIMIT19set_special_commandEi_4;unmapped-global:__LNst__ZN2YS5LIMIT19set_special_commandEi_4;gdims:__LNst__ZN2YS5LIMIT5StartEiPNS_6PLAYERE_0;unmapped-global:__LNst__ZN2YS5LIMIT5StartEiPNS_6PLAYERE_0	
001b47d8	004402b0	548	float	93.62	near	60.17		stack-locals:1;simmap:init->001d1678;simmap:is_change_idle->001d3f38;simmap:is_change_idle->001d3f38;positional:get_func_addr->001d1fa8;this-pad:func_001ddd10;this-pad:func_001d1f38;this-pad:func_001d1678;this-pad:func_001b5cb8;this-pad:func_001d3f38;this-pad:func_0016bd60;this-pad:func_001d1fa8;this-pad:func_0016cf00;arity-pad:func_001b4a00;this-pad:func_00320400;this-pad:func_001c8d80;globals:4ppc/3ps2;unmapped-global:Limit;raw-view:6;fix-assign-cast;fix-assign-cast;fix-arg:func_001b4a00:1;static-unmapped	YS::LIMIT|Friend|10|10|c;YS::LIMIT|Gauge|a8|d0|20;YS::LIMIT|Gauge|a8|d8|28
001b4a00	0043f884	584	float	92.65	near	68.14		stack-locals:1;positional:set_param->001d1698;this-pad:func_001d3f98;this-pad:func_00168b38;this-pad:func_001dddd0;this-pad:func_0016cbc8;arity-pad:func_001b4c48;this-pad:func_001d1a18;this-pad:func_001d4550;this-pad:func_001d2248;this-pad:func_001d20a8;this-pad:func_001d1da0;arity-pad:func_001b5708;globals:1ppc/3ps2;raw-view:2;fix-assign-cast;drop:YS::LIMIT.Player@0xc	YS::LIMIT|Gauge|a8|b8|28;YS::LIMIT|Gauge|a8|a8|18;YS::LIMIT|Gauge|a8|b0|20;YS::LIMIT|ComboCounter|68|a0|10;YS::LIMIT|Data|4|4|0;YS::LIMIT|MotionSet|8|8|4;YS::LIMIT|MotionSet|8|8|4;YS::LIMIT|MotionSet|8|8|4;YS::LIMIT|MotionSet|8|8|4;YS::LIMIT|MotionSet|8|8|4;YS::LIMIT|MotionSet|8|8|4;YS::LIMIT|Light|38|38|34;YS::LIMIT|Data|4|4|0;YS::LIMIT|ComboCounter|68|a0|10;YS::LIMIT|ComboCounter|68|a0|10;YS::LIMIT|Gauge|a8|a8|18;YS::LIMIT|Gauge|a8|b0|20;YS::LIMIT|Gauge|a8|b8|28
001b4c48	0043f690	196	straight	98.94	near	55.02		dropped:ErrorPrintfx2;dropped:ErrorRaisex2;this-pad:func_001491d8;globals:4ppc/0ps2;gdims:__LNst__ZN2YS5LIMIT9set_imageERNS_10IMAGE_DATAEPKc_0;unmapped-global:__LNst__ZN2YS5LIMIT9set_imageERNS_10IMAGE_DATAEPKc_0;gdims:__LNst__ZN2YS5LIMIT19set_special_commandEi_4;unmapped-global:__LNst__ZN2YS5LIMIT19set_special_commandEi_4;gdims:LS_101_LV_11;unmapped-global:LS_101_LV_11;gdims:__LNst__ZN2YS5LIMIT9set_imageERNS_10IMAGE_DATAEPKc_1;unmapped-global:__LNst__ZN2YS5LIMIT9set_imageERNS_10IMAGE_DATAEPKc_1	YS::LIMIT|Table|0|3|1;YS::LIMIT|Table|0|1|2;YS::LIMIT|MotionSet|8|8|4;YS::LIMIT|Table|0|0|4;YS::LIMIT|Data|4|4|0
